Date,Product_ID,Supplier_ID,Warehouse_ID,Purchase_Qty,Unit_Cost
2023-02-26,1519,14,1,393,79.63
2022-04-17,1608,2,7,780,357.91
2022-03-08,1890,14,9,512,296.43
2022-03-22,324,36,5,659,130.09
2023-09-12,1771,27,10,400,197.09
2023-06-01,318,50,6,375,299.99
2021-05-18,734,7,4,488,348.12
2021-07-23,915,28,5,258,136.18
2021-08-08,1669,10,6,507,224.76
2023-09-23,50,6,1,284,86.8
2020-05-07,1841,28,1,257,49.89
2023-07-11,1595,3,3,545,100.15
2019-01-04,201,46,1,233,243.02
2020-06-03,1875,30,6,349,46.14
2023-09-07,364,34,6,886,58.82
2019-03-01,1758,40,9,711,196.52
2020-03-15,1852,26,8,282,312.48
2020-01-28,449,50,10,364,41.55
2020-09-15,1494,36,6,539,71.32
2021-05-25,251,3,3,961,31.29
2022-01-06,1156,44,7,376,190.02
2023-09-28,1700,44,10,360,265.27
2019-06-13,1121,44,3,841,359.66
2019-08-03,1681,3,5,68,72.28
2022-04-04,1402,3,1,638,335.12
2022-07-23,1379,44,7,212,241.8
2019-12-16,430,28,6,819,363.57
2023-06-19,286,28,7,453,172.4
2020-11-20,8,26,6,979,162.3
2023-07-24,1514,16,10,786,156.99
2020-08-14,861,11,5,568,280.77
2023-12-08,196,32,5,654,79.99
2021-09-06,1582,26,4,883,42.33
2021-06-20,1227,7,4,581,163.56
2021-01-11,1454,46,5,178,154.51
2019-03-31,1746,35,2,795,75.41
2022-09-27,1120,45,1,694,55.84
2020-09-25,975,34,10,813,29.98
2021-01-22,741,28,4,977,45.25
2021-06-29,1608,48,6,406,288.88
2023-07-27,905,5,7,244,81.16
2020-07-11,1539,12,3,211,45.57
2020-01-13,224,27,6,391,122.22
2020-05-08,1743,17,5,562,90.48
2019-02-08,150,23,8,281,5.97
2020-07-21,1670,25,2,54,151.97
2021-02-14,1035,13,8,875,8.79
2023-03-25,1365,8,1,163,17.26
2020-10-29,1466,18,5,869,310.54
2021-10-04,1169,16,2,215,133.93
2022-11-08,1295,13,5,187,175.79
2020-03-14,1556,6,5,467,245.27
2019-08-04,1924,24,9,82,88.51
2021-09-02,932,28,1,84,298.75
2020-03-20,1142,26,10,118,157.95
2021-11-29,1220,15,2,439,365.07
2022-09-04,1921,32,10,147,37.37
2022-11-28,1742,45,8,651,92.19
2021-04-23,311,33,10,531,12.1
2020-07-17,1579,26,6,177,43.52
2021-04-02,700,49,2,984,190.24
2020-05-25,966,43,9,410,192.77
2019-09-08,1359,36,3,111,74.78
2021-04-23,1576,49,4,932,188.61
2022-08-06,1910,48,4,385,203.68
2022-12-04,1262,11,6,452,399.16
2023-05-10,643,36,5,843,394.11
2021-05-22,927,28,1,700,331.28
2023-11-01,993,14,1,785,375.26
2019-10-14,324,31,5,805,318.42
2021-09-15,1269,2,7,815,191.7
2020-03-23,523,12,3,249,87.87
2020-02-05,505,37,6,625,326.6
2021-12-06,1559,44,10,699,148.3
2020-10-01,1991,17,10,805,168.15
2023-01-24,481,40,2,385,273.72
2023-09-24,882,29,6,648,366.21
2022-10-30,906,9,9,539,137.03
2023-04-14,294,1,5,453,363.95
2020-05-01,1628,1,8,892,352.38
2021-06-23,599,38,5,233,318.94
2021-07-03,1495,6,9,497,333.03
2019-11-11,1774,19,7,331,151.51
2019-08-10,656,26,2,198,261.07
2021-10-25,1935,22,6,527,377.7
2020-06-03,139,1,1,931,329.49
2020-04-03,1076,36,1,101,83.94
2020-07-15,162,4,10,236,377.21
2023-05-17,867,16,2,918,384.01
2021-05-08,270,24,3,619,353.2
2020-06-08,281,47,6,847,370.89
2022-08-13,1151,17,2,965,287.41
2020-05-08,315,14,3,93,131.82
2020-02-10,1559,28,4,375,78.41
2022-11-19,630,43,2,687,220.67
2023-08-10,981,20,7,866,125.08
2019-08-04,1826,15,7,413,114.53
2022-06-23,116,48,6,188,193.38
2021-12-11,1365,18,9,405,15.13
2021-01-22,732,33,1,133,275.25
2019-12-15,88,21,1,487,192.56
2020-02-13,1662,34,2,388,272.98
2022-08-01,511,44,3,354,274.71
2020-07-27,161,9,4,743,115.08
2022-11-16,553,37,1,909,125.89
2020-04-05,1829,10,1,860,71.17
2020-03-04,718,44,10,586,184.31
2020-06-05,798,4,1,960,391.8
2019-09-27,168,30,10,772,310.2
2023-05-14,658,38,6,840,23.32
2022-06-16,1033,17,6,521,131.14
2023-04-09,85,44,8,549,95.71
2019-05-24,1052,23,10,401,111.31
2020-05-05,1941,5,10,846,228.83
2020-08-09,358,35,9,724,86.85
2019-11-02,1837,24,4,880,54.44
2022-06-20,1470,25,1,668,208.37
2023-04-15,773,23,1,106,300.41
2019-05-10,1620,34,9,868,306.12
2022-12-12,1242,15,4,232,287.58
2023-02-20,1238,11,10,571,160.08
2023-07-01,458,35,4,228,391.67
2023-04-21,50,10,7,804,302.23
2019-01-13,1132,3,10,825,45.08
2023-12-02,1765,27,6,661,304.16
2021-07-19,613,10,8,317,371.89
2019-08-29,1801,10,2,372,322.17
2019-06-20,1360,1,2,948,237.48
2021-10-15,1846,9,6,380,124.35
2022-11-03,1606,49,2,524,232.23
2022-10-05,1427,27,8,324,356.65
2023-02-01,1000,31,4,487,280.55
2022-11-16,1622,7,4,61,273.16
2023-12-04,1029,17,1,469,108.89
2020-05-21,1654,39,10,979,220.15
2020-08-10,1784,19,10,116,257.71
2019-09-28,1070,43,8,164,5.85
2023-05-17,105,3,2,648,17.38
2020-10-20,1616,34,7,871,277.49
2022-04-05,966,13,3,342,55.82
2019-05-09,1610,48,9,615,71.54
2020-08-28,1250,16,6,281,312.56
2023-02-22,1586,29,4,838,157.05
2021-07-01,979,4,5,279,185.8
2019-09-04,895,16,7,248,75.56
2019-06-01,1883,19,10,356,354.6
2020-04-29,61,27,9,864,351.8
2019-10-12,1388,39,6,238,233.17
2021-12-21,750,33,1,315,252.82
2019-08-07,237,16,1,852,112.91
2022-10-03,1072,46,10,191,393.34
2021-10-31,1770,22,10,407,291.64
2023-11-03,295,24,3,689,361.69
2019-09-18,1582,38,2,736,256.8
2022-12-24,1279,47,3,493,237.81
2023-12-16,77,15,1,182,145.34
2020-05-04,1655,11,7,819,353.26
2021-06-06,1579,25,2,957,37.45
2023-07-14,563,41,1,598,301.06
2019-04-24,1910,8,4,524,139.09
2023-11-10,1580,16,8,77,245.34
2021-01-01,21,17,3,87,125.56
2023-07-16,1957,39,10,705,277.78
2021-08-08,1708,35,9,941,297.57
2022-04-26,1706,48,8,64,22.67
2019-04-02,296,1,2,815,35.77
2021-06-21,860,50,8,392,296.17
2022-08-21,1439,22,4,714,222.55
2023-08-27,828,28,3,90,214.6
2021-08-10,888,47,7,816,228.77
2023-08-18,1432,22,10,401,130.58
2019-12-08,1812,2,3,802,101.78
2023-01-22,739,6,1,280,9.28
2021-03-25,4,15,2,753,71.2
2020-07-19,1277,45,4,462,311.48
2023-01-21,311,30,2,242,395.83
2022-04-06,1032,22,6,153,137.01
2023-01-06,990,13,4,243,363.89
2023-08-28,1680,29,4,951,15.33
2022-05-24,56,37,5,428,359.83
2023-03-06,285,38,6,51,244.48
2020-04-25,139,21,10,864,297.24
2022-07-16,459,50,10,950,306.0
2020-04-29,689,30,1,289,191.2
2020-08-05,1456,17,6,159,383.02
2022-07-29,1446,47,10,771,27.28
2022-02-03,227,30,6,93,8.22
2020-04-16,350,34,1,191,323.92
2023-11-19,1264,37,10,292,95.9
2023-06-17,1393,30,4,515,360.19
2022-10-01,831,32,9,63,365.1
2019-02-25,1759,36,5,670,106.74
2019-04-06,630,34,4,406,76.72
2023-04-25,676,7,6,620,289.69
2023-11-03,1465,17,2,162,245.3
2023-07-09,969,49,5,534,157.78
2021-04-08,441,40,10,220,129.3
2023-08-08,728,44,1,236,247.54
2023-05-13,1625,27,10,881,374.47
2021-08-17,1348,43,2,889,156.32
2021-06-13,1522,29,3,237,155.48
2022-03-30,589,48,6,985,24.0
2019-02-25,433,50,6,866,308.38
2023-06-23,1916,37,1,750,106.57
2022-06-08,661,6,4,923,188.87
2021-07-26,665,25,9,428,377.61
2022-04-13,2000,38,9,486,104.94
2020-02-08,1309,15,9,669,281.45
2022-10-18,1258,23,7,453,151.44
2023-08-07,200,37,1,397,160.59
2020-03-29,1065,40,10,791,273.44
2020-10-13,229,24,4,631,65.79
2022-10-14,1009,43,3,364,15.66
2023-07-22,1205,33,9,959,143.55
2023-08-08,273,47,1,887,296.92
2021-04-12,292,21,3,365,165.62
2020-03-21,664,35,7,294,50.55
2021-08-25,921,30,1,94,228.7
2020-12-11,455,40,9,272,16.55
2021-01-24,1507,30,10,569,121.27
2019-11-11,1531,26,8,733,97.76
2021-04-21,1651,48,9,779,160.95
2023-10-18,134,31,10,567,303.47
2023-02-06,1878,23,8,511,148.87
2020-01-22,1902,34,10,210,184.1
2023-06-22,1286,47,6,928,111.3
2020-01-15,68,25,3,282,258.68
2023-04-19,1075,10,7,665,176.85
2021-05-04,459,12,8,751,331.9
2022-06-04,18,7,6,329,324.44
2020-02-03,873,29,2,412,6.91
2019-03-06,621,31,3,237,96.57
2021-08-07,1858,34,6,909,369.23
2021-12-23,781,44,6,981,369.28
2022-07-12,106,16,10,480,205.3
2022-08-24,910,19,4,622,241.19
2020-12-13,1102,13,10,778,7.69
2020-04-24,1070,25,5,418,125.3
2021-03-26,378,32,5,902,235.15
2021-01-22,1984,25,3,135,292.8
2023-12-16,1173,10,4,440,392.39
2023-06-15,10,47,7,992,357.25
2023-05-11,1694,18,9,384,198.59
2023-05-30,918,38,9,817,42.96
2023-06-28,312,41,3,566,151.51
2023-06-15,1439,23,3,87,377.04
2022-05-22,502,34,6,416,306.15
2020-08-12,176,48,1,303,193.56
2020-02-10,821,2,5,74,125.16
2019-09-19,967,28,4,686,12.08
2022-05-26,208,45,10,314,334.44
2021-10-10,390,8,1,372,61.29
2022-05-03,32,37,8,541,321.63
2021-02-08,769,5,3,628,94.13
2019-08-18,1820,29,9,285,5.85
2021-07-19,1656,18,1,111,376.54
2019-03-29,1633,37,9,329,310.12
2023-06-11,729,50,5,547,176.57
2020-10-05,1303,19,6,211,264.44
2020-08-28,1464,19,4,177,293.06
2021-08-29,1633,3,2,577,287.5
2019-04-05,418,49,10,157,17.76
2023-05-14,925,6,8,922,191.51
2020-06-09,1786,27,1,618,165.03
2023-02-12,1994,8,8,745,181.65
2022-06-18,1478,10,3,314,71.57
2021-04-03,660,37,4,275,52.48
2021-03-24,43,9,10,984,131.76
2022-12-09,1425,19,4,653,385.9
2022-06-06,916,49,3,325,353.02
2023-02-01,218,33,10,946,217.99
2022-04-11,1768,35,3,845,233.35
2021-12-02,1778,31,5,97,254.24
2021-08-24,1528,45,7,241,115.92
2020-02-04,1577,16,3,623,335.38
2023-06-06,386,14,3,283,121.24
2019-12-07,1429,20,6,661,182.34
2021-01-19,1317,34,8,659,140.5
2021-04-19,633,48,8,878,139.93
2021-03-31,748,37,1,838,352.93
2022-08-09,1589,8,6,122,183.08
2023-04-06,878,5,3,156,72.8
2020-04-02,1856,7,9,124,218.88
2019-09-05,1993,1,1,100,66.35
2020-07-01,1835,16,8,838,87.0
2019-02-25,1353,26,10,616,197.82
2020-06-30,466,9,10,773,215.82
2021-07-27,151,29,7,854,231.17
2022-09-11,1590,27,4,125,361.25
2022-05-29,200,42,8,465,101.03
2019-08-16,1136,24,9,100,31.33
2022-02-11,324,46,2,359,174.89
2019-05-09,1755,10,10,217,305.43
2023-05-02,51,7,8,501,123.9
2021-06-29,1394,28,5,812,244.61
2021-08-30,789,20,2,718,371.92
2021-02-15,534,44,3,696,331.73
2021-09-22,48,49,1,848,179.29
2020-06-04,861,34,2,534,327.4
2019-03-18,867,29,10,850,200.54
2020-08-15,1559,49,4,680,304.57
2020-11-12,1542,41,1,848,273.38
2020-12-09,132,2,9,757,266.01
2019-09-19,1252,2,1,194,378.85
2020-11-10,1982,17,10,990,216.75
2020-10-28,641,30,8,839,211.56
2022-01-27,715,10,9,104,127.48
2023-07-23,689,32,2,962,80.05
2021-11-03,529,7,9,539,336.95
2022-02-18,1840,22,9,611,120.52
2023-09-11,1593,17,10,432,262.0
2023-07-08,844,15,5,508,169.91
2022-08-27,898,38,5,197,320.17
2022-02-07,393,15,1,387,307.71
2020-07-25,631,27,10,964,291.43
2019-10-01,150,45,9,888,52.19
2022-10-02,1680,46,5,185,300.89
2019-04-09,658,1,8,888,160.09
2020-01-19,1342,43,5,578,348.95
2022-12-14,1386,30,2,611,238.23
2023-11-27,1638,45,4,434,68.73
2020-05-09,1257,9,6,672,159.74
2022-05-07,363,40,6,547,360.47
2019-09-16,1057,24,9,472,313.71
2023-03-24,415,45,7,818,206.93
2022-08-02,1301,41,4,677,12.73
2019-02-09,785,8,6,391,259.37
2023-04-28,1954,38,3,85,310.69
2022-10-03,427,11,5,832,28.13
2022-10-18,1394,29,9,878,31.22
2021-10-23,1527,49,10,387,142.57
2022-01-11,678,26,4,872,115.25
2022-03-16,1915,7,9,991,33.65
2021-02-27,1640,40,6,230,305.53
2023-01-16,321,10,3,856,142.79
2021-05-25,1974,27,10,544,105.08
2023-10-25,90,4,3,340,329.17
2022-07-28,574,35,8,890,200.4
2021-01-22,1340,40,1,947,78.43
2023-10-23,1135,37,5,931,63.11
2023-12-14,575,24,3,740,7.47
2023-07-21,1634,26,6,598,102.89
2022-11-29,425,46,9,135,134.82
2020-03-25,489,27,5,928,305.56
2023-04-29,284,42,9,908,304.27
2021-06-26,1160,30,1,551,139.87
2019-07-01,1383,32,8,886,315.16
2022-11-05,879,49,2,913,5.39
2022-07-06,908,26,3,53,327.71
2021-05-26,488,29,4,627,331.82
2022-08-31,1226,42,4,314,69.35
2021-08-16,1394,20,9,973,92.16
2022-10-11,1978,24,7,390,82.68
2019-11-16,493,37,10,685,127.94
2019-04-03,1235,34,5,74,360.51
2023-11-15,1458,1,3,796,108.86
2021-06-04,702,17,3,628,70.59
2023-11-21,522,32,4,606,217.65
2021-04-26,52,50,3,972,155.12
2021-11-01,40,22,10,970,376.35
2021-05-28,330,23,5,852,106.06
2021-01-20,891,25,7,471,380.09
2021-09-20,61,38,5,659,56.8
2021-04-15,1847,31,5,338,169.85
2021-11-05,756,17,1,446,191.75
2020-09-04,902,22,10,126,274.13
2022-08-31,625,15,10,686,238.2
2020-06-13,1199,29,7,138,357.94
2021-02-23,284,47,1,773,203.65
2020-12-11,366,17,6,122,181.33
2019-09-16,931,7,1,433,56.4
2023-08-28,1238,26,10,831,34.9
2021-11-30,789,25,5,407,76.59
2022-01-26,370,49,6,580,80.58
2023-03-08,105,43,3,93,336.05
2020-09-29,1429,36,9,688,226.22
2020-06-16,1829,6,9,777,346.81
2021-08-14,1192,39,5,455,361.18
2020-06-02,1662,41,9,778,42.07
2022-11-12,1761,4,2,868,198.31
2020-06-18,1327,14,1,174,175.34
2020-06-25,63,22,3,873,179.13
2021-04-01,1259,22,3,247,248.33
2019-01-25,399,46,8,628,395.48
2019-09-24,1719,25,2,93,6.81
2023-01-21,700,31,7,352,336.25
2022-09-09,402,48,6,880,317.31
2023-03-22,935,42,6,145,267.64
2021-07-16,1925,5,6,312,20.1
2020-09-27,500,41,5,911,284.92
2019-09-17,501,28,7,217,105.52
2022-03-06,62,9,10,639,152.9
2021-03-21,725,45,1,267,308.19
2019-04-22,55,48,6,952,52.09
2022-11-18,1442,25,8,704,142.85
2019-11-16,1008,31,2,550,17.95
2021-11-17,1948,2,6,603,15.76
2019-06-26,428,14,9,697,332.98
2020-01-05,899,37,4,448,380.85
2021-06-13,1444,9,5,605,106.33
2021-07-31,1539,30,6,705,256.19
2019-01-13,366,21,9,247,387.46
2023-12-29,1296,28,2,942,227.4
2021-06-06,1589,34,6,538,319.51
2021-03-31,1079,42,7,922,209.52
2022-12-16,1441,35,10,386,237.62
2023-05-09,828,40,6,540,220.19
2023-01-28,465,10,9,579,367.62
2021-06-05,492,36,6,404,324.23
2022-07-17,1079,13,10,818,313.93
2022-10-07,1682,34,2,326,56.69
2022-10-18,772,26,9,219,144.61
2022-04-25,1430,18,1,461,371.66
2020-04-02,1770,9,6,702,103.56
2021-06-03,1673,26,5,968,353.24
2020-03-11,1543,2,8,465,257.63
2021-09-13,568,48,10,100,241.12
2023-01-11,188,48,9,845,64.16
2019-02-10,798,10,3,973,362.04
2020-10-07,531,5,8,478,179.45
2019-07-12,1468,28,5,424,6.7
2020-06-28,58,16,10,655,10.79
2022-11-18,937,31,2,769,45.38
2020-03-09,1369,41,10,883,351.88
2021-09-04,101,39,2,962,204.12
2020-03-01,1143,24,9,708,177.75
