Order_ID,Date,Product_ID,Customer_ID,Store_ID,Return_Date,Return_Quantity,Return_Reason
35719,2022-03-23,1374,1153,33,2022-04-14,1,Defective
70552,2020-08-25,1782,46,46,2020-09-06,1,Changed Mind
54375,2023-10-03,971,971,40,2023-11-01,1,Wrong Item
39692,2020-09-10,259,546,35,2020-10-03,1,Wrong Item
93703,2020-09-28,1814,1370,60,2020-10-01,1,Defective
73692,2019-07-09,22,4576,87,2019-07-18,1,Changed Mind
98071,2022-10-17,276,3998,55,2022-11-03,1,Defective
576,2022-09-06,1118,873,66,2022-09-13,1,Changed Mind
84611,2023-12-29,1207,4955,32,2024-01-14,1,Defective
61770,2023-02-07,767,3588,76,2023-03-04,1,Changed Mind
32261,2023-10-07,51,1636,44,2023-10-10,1,Defective
82200,2022-01-13,515,3518,68,2022-01-16,1,Changed Mind
36291,2020-02-06,315,4012,68,2020-03-06,1,Wrong Item
78450,2022-04-09,1281,1548,25,2022-04-17,1,Wrong Item
60056,2022-11-12,156,2998,84,2022-11-17,1,Defective
45949,2022-12-11,712,4390,58,2022-12-30,1,Defective
28178,2022-06-03,1202,2173,16,2022-06-15,1,Defective
84464,2020-10-21,568,2042,11,2020-10-27,1,Wrong Item
579,2019-12-12,1743,109,42,2019-12-31,1,Changed Mind
30960,2019-01-06,791,4413,21,2019-02-04,1,Wrong Item
64291,2021-01-26,1449,478,68,2021-02-03,1,Defective
14532,2022-09-15,1384,4841,89,2022-09-29,1,Changed Mind
17934,2019-09-19,1047,4273,66,2019-10-09,1,Defective
33609,2022-07-08,1132,2414,3,2022-07-17,1,Changed Mind
49960,2021-04-29,1878,4727,24,2021-05-28,1,Defective
66599,2020-05-08,456,4200,11,2020-06-01,1,Changed Mind
99090,2019-10-20,1831,4366,13,2019-10-30,1,Wrong Item
34452,2019-09-09,1452,4437,4,2019-09-28,1,Defective
34081,2019-11-21,564,3107,37,2019-12-15,1,Defective
63588,2023-12-02,168,2682,86,2023-12-16,1,Wrong Item
4294,2023-08-03,1182,4063,76,2023-08-13,1,Defective
69103,2019-01-17,420,3950,98,2019-02-04,1,Wrong Item
86412,2022-05-08,1239,684,91,2022-05-29,1,Changed Mind
99477,2023-05-27,1244,535,100,2023-06-05,1,Defective
53930,2023-04-10,1234,1244,6,2023-04-28,1,Defective
87071,2020-10-28,305,278,30,2020-11-19,1,Wrong Item
65084,2023-03-24,1888,861,50,2023-04-04,1,Defective
30713,2020-02-29,537,3173,74,2020-03-18,1,Wrong Item
49183,2022-01-08,446,2987,20,2022-02-06,1,Changed Mind
57235,2021-11-12,333,2015,13,2021-12-03,1,Wrong Item
15664,2023-01-01,1406,4241,91,2023-01-05,1,Defective
19967,2020-04-01,887,1354,50,2020-04-06,1,Wrong Item
91913,2022-10-04,1518,3653,58,2022-10-22,1,Changed Mind
91958,2021-04-04,1303,2223,69,2021-04-26,1,Changed Mind
81347,2020-01-07,965,3794,64,2020-01-29,1,Defective
55326,2019-01-06,280,3094,70,2019-02-03,1,Changed Mind
29858,2021-07-01,883,3754,12,2021-07-11,1,Changed Mind
71223,2022-07-26,91,4395,9,2022-08-05,1,Wrong Item
52459,2023-09-29,510,3231,81,2023-10-13,1,Changed Mind
88346,2021-05-28,17,441,3,2021-06-11,1,Changed Mind
82364,2023-09-11,614,2440,11,2023-10-03,1,Wrong Item
65350,2023-12-27,283,642,93,2024-01-23,1,Defective
59650,2020-06-27,1015,4581,63,2020-07-11,1,Defective
44953,2022-07-03,1882,3544,84,2022-07-28,1,Defective
39526,2020-10-02,534,3258,97,2020-10-04,1,Wrong Item
13936,2019-05-28,165,2052,35,2019-06-16,1,Defective
93781,2022-11-18,574,797,84,2022-11-19,1,Defective
89885,2022-04-25,119,1095,71,2022-05-19,1,Changed Mind
81144,2021-06-17,1831,93,23,2021-07-10,1,Defective
95800,2019-08-01,191,1572,17,2019-08-05,1,Wrong Item
89405,2021-10-06,573,600,32,2021-10-13,1,Wrong Item
55224,2020-02-16,138,4258,57,2020-03-14,1,Wrong Item
73646,2019-11-27,1491,1797,77,2019-12-19,1,Wrong Item
66294,2019-06-21,73,3419,82,2019-07-19,1,Changed Mind
65540,2021-05-25,633,726,59,2021-06-04,1,Wrong Item
28111,2019-03-23,204,1860,80,2019-03-27,1,Defective
41929,2022-12-29,1072,3097,55,2023-01-07,1,Wrong Item
86547,2023-05-23,259,1051,40,2023-06-18,1,Defective
82586,2019-04-12,1123,4855,50,2019-04-14,1,Wrong Item
38604,2020-04-09,1595,4710,22,2020-04-18,1,Changed Mind
91658,2019-06-03,51,4094,74,2019-06-22,1,Wrong Item
62787,2022-06-12,1761,427,35,2022-06-15,1,Wrong Item
84341,2019-12-01,1014,792,21,2019-12-11,1,Defective
39875,2021-03-06,1493,3775,66,2021-03-27,1,Defective
78469,2020-05-25,132,401,66,2020-06-09,1,Wrong Item
31632,2020-02-10,791,1734,6,2020-02-23,1,Changed Mind
14953,2020-01-19,684,4036,72,2020-02-14,1,Changed Mind
39332,2021-02-14,542,2462,29,2021-03-08,1,Defective
48588,2020-12-05,1621,4354,23,2020-12-27,1,Wrong Item
83595,2021-01-21,926,837,23,2021-02-12,1,Changed Mind
41488,2019-02-08,731,2107,9,2019-02-11,1,Wrong Item
39628,2022-07-14,1846,1043,2,2022-07-17,1,Wrong Item
87895,2021-04-08,1192,3877,36,2021-04-25,1,Changed Mind
26304,2022-10-05,1121,2141,44,2022-10-12,1,Changed Mind
67404,2019-07-24,934,2567,50,2019-08-09,1,Defective
98085,2022-10-19,1935,4332,60,2022-11-03,1,Wrong Item
95602,2022-02-17,909,1354,69,2022-02-20,1,Defective
5020,2023-08-04,1186,4372,46,2023-08-25,1,Wrong Item
5224,2019-01-29,1986,3911,52,2019-02-06,1,Defective
15781,2022-06-16,600,3225,83,2022-07-07,1,Wrong Item
45557,2021-07-28,470,4141,52,2021-08-22,1,Defective
12897,2021-05-26,481,1543,28,2021-06-19,1,Defective
34305,2019-04-01,1777,3325,75,2019-04-28,1,Wrong Item
93323,2021-10-06,698,508,19,2021-10-12,1,Changed Mind
5325,2023-02-24,804,3893,16,2023-03-09,1,Changed Mind
52926,2022-06-12,911,3605,22,2022-07-04,1,Wrong Item
62865,2023-04-05,1423,4229,100,2023-04-11,1,Defective
8019,2022-07-07,347,4146,80,2022-07-29,1,Wrong Item
82945,2021-10-30,1789,3574,44,2021-11-14,1,Changed Mind
90377,2023-02-28,899,1676,34,2023-03-18,1,Changed Mind
41721,2023-09-10,1789,475,2,2023-10-06,1,Changed Mind
867,2021-09-10,697,1302,30,2021-09-22,1,Defective
98444,2022-03-06,1295,2436,24,2022-03-17,1,Defective
83040,2020-12-16,1539,1716,8,2020-12-26,1,Defective
13925,2021-12-25,1411,3675,95,2022-01-22,1,Defective
79893,2020-08-27,779,429,84,2020-09-12,1,Wrong Item
31184,2019-06-09,61,1999,14,2019-06-11,1,Wrong Item
13800,2019-09-15,1257,4615,44,2019-09-27,1,Defective
40989,2023-07-16,1046,72,7,2023-08-14,1,Changed Mind
66734,2019-05-17,820,106,11,2019-05-20,1,Wrong Item
78331,2022-10-04,2000,3830,94,2022-10-08,1,Defective
24379,2023-06-12,1671,444,67,2023-07-09,1,Defective
23415,2020-12-24,445,3296,20,2021-01-22,1,Defective
97560,2021-11-08,1995,3389,86,2021-11-15,1,Changed Mind
22993,2020-12-23,1149,2104,66,2021-01-17,1,Wrong Item
3232,2023-02-22,1065,3205,86,2023-03-23,1,Wrong Item
41996,2023-07-20,1647,3429,83,2023-08-04,1,Changed Mind
49188,2023-12-06,915,4880,94,2023-12-22,1,Wrong Item
22515,2021-04-25,1344,673,36,2021-04-27,1,Defective
21326,2020-06-14,1933,198,83,2020-07-11,1,Changed Mind
86234,2022-05-26,757,3044,73,2022-06-05,1,Wrong Item
88127,2021-01-26,338,2885,21,2021-02-09,1,Wrong Item
29824,2020-04-01,775,2134,89,2020-04-24,1,Defective
92485,2019-01-21,1005,2036,55,2019-02-12,1,Wrong Item
68425,2019-08-09,1658,591,79,2019-08-17,1,Wrong Item
64484,2021-11-14,118,1416,12,2021-11-16,1,Changed Mind
51020,2020-04-14,698,3545,93,2020-05-04,1,Defective
26754,2023-11-30,1381,894,90,2023-12-28,1,Wrong Item
49964,2023-02-24,1016,3108,36,2023-02-27,1,Changed Mind
42732,2021-05-07,120,4317,13,2021-05-23,1,Wrong Item
29057,2020-07-29,1100,6,48,2020-08-22,1,Wrong Item
55318,2020-03-20,1804,3333,33,2020-03-22,1,Defective
35497,2019-06-20,824,4190,97,2019-06-29,1,Defective
56338,2021-07-06,1314,2845,33,2021-07-15,1,Changed Mind
79278,2021-02-01,934,720,88,2021-02-28,1,Wrong Item
5465,2019-07-05,1404,3941,90,2019-07-27,1,Changed Mind
70156,2019-08-16,1906,627,7,2019-09-04,1,Defective
70670,2019-04-26,326,4559,87,2019-05-21,1,Wrong Item
56014,2019-07-09,850,4798,56,2019-07-26,1,Wrong Item
12086,2020-09-12,395,2606,63,2020-09-21,1,Defective
56819,2019-08-21,1378,4609,78,2019-09-03,1,Wrong Item
20001,2021-03-11,1059,2621,51,2021-04-04,1,Changed Mind
69067,2022-04-19,577,4083,24,2022-04-20,1,Defective
50453,2023-05-10,1528,4357,13,2023-05-15,1,Defective
90710,2021-03-29,484,458,71,2021-04-18,1,Defective
52885,2019-07-02,860,2796,76,2019-07-04,1,Wrong Item
30964,2020-01-25,1606,999,32,2020-02-19,1,Wrong Item
34574,2023-09-16,1786,756,20,2023-10-02,1,Wrong Item
15295,2023-07-11,698,511,6,2023-07-21,1,Defective
27919,2023-06-23,1210,3208,89,2023-07-13,1,Wrong Item
46121,2020-04-05,1453,2154,15,2020-04-19,1,Changed Mind
35074,2022-01-27,159,4054,43,2022-02-10,1,Changed Mind
10551,2021-05-10,714,667,94,2021-06-03,1,Wrong Item
91128,2021-03-08,302,412,22,2021-03-16,1,Changed Mind
691,2019-01-23,795,2146,45,2019-01-24,1,Defective
77730,2022-12-17,797,1575,10,2023-01-01,1,Changed Mind
36097,2019-02-14,398,1788,62,2019-03-07,1,Wrong Item
65352,2019-12-07,1347,1220,37,2020-01-02,1,Defective
11041,2022-10-17,549,1706,87,2022-11-15,1,Changed Mind
4222,2023-12-18,104,4640,39,2023-12-22,1,Wrong Item
822,2021-11-28,56,4740,100,2021-12-10,1,Changed Mind
38129,2021-01-07,1678,2771,47,2021-01-25,1,Defective
89152,2019-07-03,817,4500,82,2019-07-13,1,Changed Mind
29232,2019-09-05,988,1241,95,2019-09-29,1,Wrong Item
50557,2021-02-02,1607,2370,91,2021-03-01,1,Changed Mind
33685,2022-01-28,1471,3486,76,2022-02-13,1,Defective
58754,2023-03-27,817,4923,18,2023-04-10,1,Defective
27023,2019-11-12,1586,2722,85,2019-11-14,1,Wrong Item
36906,2020-06-10,1205,3335,37,2020-06-16,1,Changed Mind
271,2023-11-02,1948,3125,45,2023-11-30,1,Defective
8867,2019-02-01,871,420,28,2019-02-27,1,Changed Mind
15007,2022-01-05,830,1592,87,2022-01-15,1,Defective
4689,2022-02-24,1833,445,25,2022-03-25,1,Defective
81996,2019-12-02,882,3431,50,2019-12-07,1,Wrong Item
84373,2021-01-06,1119,4301,76,2021-01-14,1,Defective
2515,2023-02-11,299,4871,21,2023-02-18,1,Changed Mind
36400,2021-07-06,713,1688,62,2021-07-26,1,Defective
38869,2022-03-15,62,3776,58,2022-03-23,1,Defective
58245,2019-11-05,304,2732,22,2019-11-29,1,Wrong Item
30410,2020-08-17,150,3484,79,2020-08-24,1,Changed Mind
54795,2022-04-07,289,2890,25,2022-04-16,1,Defective
19264,2021-05-10,1384,1825,41,2021-05-18,1,Changed Mind
83910,2020-07-22,709,4097,60,2020-08-15,1,Changed Mind
26974,2022-09-11,829,1200,40,2022-09-12,1,Defective
7130,2020-04-07,1698,2764,39,2020-04-10,1,Wrong Item
7145,2022-12-20,1937,2159,60,2023-01-06,1,Wrong Item
45466,2022-05-01,649,2822,44,2022-05-22,1,Wrong Item
1967,2022-02-14,61,267,51,2022-02-21,1,Defective
15153,2021-11-19,337,4168,8,2021-11-30,1,Changed Mind
19114,2023-07-18,201,4308,67,2023-08-06,1,Changed Mind
76207,2023-07-18,595,4860,91,2023-07-30,1,Changed Mind
32142,2020-08-27,1445,1741,35,2020-08-30,1,Defective
21935,2023-08-10,261,3360,25,2023-08-15,1,Wrong Item
40360,2021-02-24,1267,4036,3,2021-03-11,1,Defective
53842,2020-01-30,808,3820,68,2020-02-02,1,Defective
9163,2023-12-01,353,201,9,2023-12-16,1,Wrong Item
87844,2020-10-14,965,4736,87,2020-10-19,1,Defective
37630,2021-10-01,1039,4220,53,2021-10-24,1,Changed Mind
83305,2021-04-05,567,1672,8,2021-04-27,1,Changed Mind
66270,2021-11-16,662,4596,11,2021-11-30,1,Wrong Item
34654,2020-12-27,126,4284,56,2021-01-14,1,Wrong Item
41963,2022-09-08,1219,2111,33,2022-10-04,1,Wrong Item
39591,2023-06-19,468,4949,41,2023-06-21,1,Wrong Item
81036,2019-01-02,1036,1434,74,2019-01-16,1,Defective
10981,2021-06-06,1625,4942,98,2021-06-12,1,Changed Mind
56300,2023-10-15,1739,2739,54,2023-10-29,1,Changed Mind
61549,2019-07-02,346,4719,37,2019-07-28,1,Changed Mind
88401,2019-12-10,755,4302,83,2019-12-13,1,Wrong Item
44324,2021-09-23,420,2939,77,2021-09-28,1,Changed Mind
55208,2019-02-16,1949,844,21,2019-03-13,1,Wrong Item
53528,2019-02-17,460,4605,31,2019-02-25,1,Wrong Item
26971,2023-08-31,344,222,100,2023-09-08,1,Changed Mind
73218,2022-01-21,20,4237,71,2022-02-01,1,Defective
65891,2022-05-13,1384,3396,7,2022-06-10,1,Defective
42222,2023-12-03,1670,1364,83,2023-12-25,1,Defective
97866,2023-07-27,1387,1759,12,2023-08-09,1,Changed Mind
12251,2020-02-26,931,1956,27,2020-02-29,1,Wrong Item
69437,2023-01-23,1167,3377,76,2023-01-26,1,Defective
38433,2019-06-30,771,1683,4,2019-07-06,1,Defective
40890,2022-12-26,1905,4881,47,2023-01-06,1,Wrong Item
30999,2019-10-13,1002,2326,10,2019-10-22,1,Changed Mind
56146,2021-05-27,147,1976,56,2021-06-07,1,Changed Mind
95414,2021-12-10,841,454,46,2022-01-07,1,Defective
22156,2022-02-18,325,3389,37,2022-03-11,1,Wrong Item
17614,2023-10-23,1018,2269,31,2023-11-13,1,Defective
56444,2019-01-03,1179,3943,19,2019-01-16,1,Wrong Item
98400,2019-08-05,1022,3454,76,2019-08-08,1,Defective
24053,2023-10-05,373,3004,33,2023-11-01,1,Defective
50243,2023-12-28,975,3646,79,2023-12-30,1,Changed Mind
58999,2021-11-14,1513,778,90,2021-12-12,1,Changed Mind
31345,2019-09-02,1770,4361,38,2019-09-04,1,Defective
61242,2022-05-18,285,3372,21,2022-06-09,1,Changed Mind
92530,2019-10-01,847,3736,14,2019-10-13,1,Defective
80829,2019-09-06,1286,803,61,2019-10-05,1,Changed Mind
51726,2022-03-23,1776,352,42,2022-04-13,1,Defective
33880,2020-09-08,1535,3250,92,2020-09-20,1,Changed Mind
83007,2023-04-13,280,1318,74,2023-04-21,1,Defective
73909,2021-06-27,363,614,67,2021-07-02,1,Wrong Item
67247,2021-10-23,1759,2774,59,2021-11-05,1,Wrong Item
88808,2020-06-01,199,2005,54,2020-06-21,1,Changed Mind
13122,2022-12-09,1096,1180,8,2022-12-23,1,Defective
8258,2023-06-27,271,3358,12,2023-06-28,1,Changed Mind
93381,2019-09-16,812,4786,42,2019-10-10,1,Changed Mind
13915,2020-03-08,1260,1318,21,2020-03-09,1,Changed Mind
30903,2022-02-10,841,3748,74,2022-02-28,1,Changed Mind
72859,2021-07-11,617,4830,95,2021-07-20,1,Defective
20293,2020-06-14,1297,2247,39,2020-07-06,1,Wrong Item
58171,2021-04-06,245,3040,29,2021-05-01,1,Wrong Item
20950,2023-01-19,1167,2170,27,2023-01-21,1,Changed Mind
36695,2021-02-17,1934,3160,1,2021-03-01,1,Wrong Item
8526,2022-01-05,984,4127,90,2022-01-08,1,Defective
78272,2020-12-29,1832,4879,12,2021-01-26,1,Defective
77403,2022-06-18,1371,3118,100,2022-06-30,1,Defective
77652,2021-09-19,1799,757,44,2021-10-16,1,Wrong Item
99837,2022-12-15,1081,1789,83,2022-12-18,1,Defective
92272,2019-02-22,1736,1663,16,2019-03-08,1,Wrong Item
29776,2019-02-03,1680,1216,75,2019-03-01,1,Wrong Item
34808,2022-05-26,320,3211,77,2022-05-31,1,Changed Mind
16886,2022-12-22,176,198,81,2022-12-31,1,Wrong Item
49984,2022-09-03,152,2246,10,2022-09-06,1,Wrong Item
62615,2020-10-17,1583,3233,81,2020-10-31,1,Changed Mind
14229,2019-04-02,1912,1865,75,2019-04-12,1,Wrong Item
52177,2021-01-18,330,1960,41,2021-01-20,1,Defective
8029,2022-05-04,888,3241,26,2022-05-19,1,Wrong Item
28922,2021-03-15,1179,505,39,2021-03-28,1,Defective
69420,2019-12-21,1092,3134,1,2019-12-25,1,Wrong Item
70812,2019-04-10,1673,1157,68,2019-05-02,1,Wrong Item
34364,2023-05-16,869,507,71,2023-05-26,1,Wrong Item
43204,2019-01-17,494,2469,19,2019-02-07,1,Wrong Item
36795,2022-10-27,856,151,69,2022-11-10,1,Changed Mind
97027,2020-04-20,1360,2553,30,2020-05-07,1,Wrong Item
63343,2022-03-25,187,2519,36,2022-04-15,1,Defective
36956,2023-05-13,23,2766,6,2023-05-19,1,Defective
69229,2022-03-25,932,4158,75,2022-03-30,1,Wrong Item
9424,2020-10-19,701,4173,45,2020-10-29,1,Changed Mind
86001,2021-09-12,1925,2330,70,2021-09-16,1,Wrong Item
16959,2020-01-03,1959,3647,76,2020-01-22,1,Wrong Item
21615,2021-07-13,1691,2590,42,2021-07-19,1,Wrong Item
61462,2019-02-08,681,33,34,2019-02-21,1,Changed Mind
61774,2019-07-29,1308,4063,22,2019-08-03,1,Wrong Item
86802,2021-10-28,1202,3634,26,2021-11-14,1,Changed Mind
67503,2021-03-02,1004,346,15,2021-03-28,1,Wrong Item
79371,2022-03-29,1673,2769,63,2022-04-19,1,Wrong Item
34497,2023-04-14,1890,1836,63,2023-04-23,1,Changed Mind
43009,2023-08-27,551,4632,93,2023-09-21,1,Defective
91598,2019-12-23,1620,4259,95,2019-12-24,1,Wrong Item
75439,2022-08-27,275,3226,94,2022-09-20,1,Wrong Item
29720,2021-03-02,924,3494,70,2021-03-08,1,Defective
38607,2022-12-23,17,1395,34,2023-01-12,1,Changed Mind
77127,2020-04-19,867,3682,65,2020-04-29,1,Wrong Item
97088,2019-02-13,1114,537,34,2019-03-01,1,Wrong Item
24627,2021-08-18,1904,3278,81,2021-08-30,1,Wrong Item
61815,2020-08-16,179,112,83,2020-08-31,1,Wrong Item
69756,2022-12-12,776,2691,79,2023-01-06,1,Changed Mind
11931,2022-05-13,1169,1270,25,2022-05-17,1,Defective
16161,2023-01-11,107,123,3,2023-01-20,1,Changed Mind
47440,2019-08-14,275,4463,42,2019-09-06,1,Defective
34606,2023-06-06,1482,418,55,2023-06-07,1,Changed Mind
14107,2019-12-04,868,2094,5,2019-12-25,1,Changed Mind
90651,2022-08-01,174,4497,34,2022-08-03,1,Defective
98435,2021-07-20,22,4868,65,2021-08-11,1,Wrong Item
17503,2020-06-15,616,629,7,2020-07-02,1,Wrong Item
63486,2020-07-29,1984,124,75,2020-08-21,1,Defective
33076,2023-01-31,317,1345,20,2023-02-01,1,Wrong Item
79809,2020-07-02,600,3065,40,2020-07-21,1,Defective
90791,2023-05-26,1215,611,100,2023-06-09,1,Changed Mind
93365,2022-07-23,1677,3764,38,2022-08-21,1,Changed Mind
18293,2019-11-18,1366,3762,22,2019-12-13,1,Defective
43850,2020-02-28,1921,366,89,2020-03-08,1,Wrong Item
35068,2020-04-12,511,4735,93,2020-05-11,1,Defective
61393,2023-07-08,1379,1617,85,2023-07-13,1,Changed Mind
27382,2019-02-07,1314,366,50,2019-03-01,1,Defective
85414,2020-10-29,1854,342,86,2020-11-20,1,Defective
13798,2022-08-05,1378,4221,23,2022-08-20,1,Defective
1729,2020-09-06,1381,230,73,2020-09-14,1,Wrong Item
66101,2021-12-18,1541,597,54,2022-01-12,1,Defective
7678,2019-09-11,180,1416,49,2019-09-19,1,Defective
73315,2019-11-20,703,2370,9,2019-12-12,1,Wrong Item
69696,2021-01-24,781,259,37,2021-02-04,1,Defective
5439,2020-03-22,156,4110,8,2020-03-26,1,Defective
73381,2022-11-28,883,3358,88,2022-12-20,1,Wrong Item
34591,2021-11-14,303,1172,74,2021-11-18,1,Defective
8453,2023-04-08,1276,3671,48,2023-04-17,1,Defective
6235,2022-12-07,1210,3404,54,2022-12-14,1,Changed Mind
56580,2021-09-15,137,966,24,2021-09-17,1,Wrong Item
44069,2020-08-26,920,327,66,2020-09-08,1,Changed Mind
73662,2023-12-19,1361,4105,67,2024-01-01,1,Changed Mind
18242,2020-10-23,523,570,24,2020-11-19,1,Changed Mind
72560,2020-09-07,167,924,6,2020-09-24,1,Changed Mind
11373,2020-04-09,1518,3687,83,2020-05-08,1,Changed Mind
53068,2023-06-07,1587,2810,80,2023-06-18,1,Wrong Item
54397,2021-03-28,460,2790,86,2021-04-01,1,Changed Mind
60744,2021-03-17,89,260,77,2021-04-02,1,Defective
4233,2020-07-27,1997,392,30,2020-08-19,1,Changed Mind
66150,2021-05-30,1655,4394,79,2021-06-11,1,Changed Mind
227,2019-03-17,1021,860,34,2019-03-28,1,Changed Mind
38051,2023-01-30,293,1067,64,2023-02-03,1,Defective
75831,2021-11-02,568,4146,69,2021-11-26,1,Wrong Item
11713,2021-03-26,1295,1060,3,2021-04-08,1,Wrong Item
89799,2019-04-24,1710,1841,95,2019-05-23,1,Defective
84722,2019-04-21,1139,4900,69,2019-05-04,1,Defective
11651,2020-01-06,1018,3428,50,2020-02-04,1,Changed Mind
63793,2019-09-15,1436,1572,35,2019-10-14,1,Defective
18332,2022-08-12,1603,4070,92,2022-09-07,1,Defective
59465,2021-09-23,757,1749,48,2021-09-26,1,Defective
31839,2021-03-21,463,2760,63,2021-04-16,1,Wrong Item
35888,2023-11-26,655,223,40,2023-12-11,1,Wrong Item
70558,2022-04-03,1190,396,89,2022-04-09,1,Defective
68842,2020-09-18,1962,1040,64,2020-10-09,1,Wrong Item
44300,2021-12-10,275,3669,49,2021-12-11,1,Changed Mind
39432,2022-08-12,1565,1322,31,2022-09-02,1,Defective
71758,2023-01-05,1638,1789,7,2023-01-23,1,Changed Mind
51267,2022-03-18,1422,825,71,2022-04-16,1,Wrong Item
49809,2023-06-20,278,1684,23,2023-07-19,1,Wrong Item
86689,2023-04-28,1351,3143,81,2023-05-22,1,Wrong Item
61005,2020-01-11,292,2058,91,2020-01-27,1,Changed Mind
60771,2019-03-31,717,845,69,2019-04-03,1,Defective
88,2023-09-13,1779,4253,95,2023-09-22,1,Wrong Item
77204,2020-04-13,4,4789,38,2020-04-29,1,Changed Mind
51988,2022-11-19,848,3986,35,2022-12-05,1,Wrong Item
82150,2022-03-31,588,4752,51,2022-04-18,1,Changed Mind
43734,2020-06-07,161,790,42,2020-06-12,1,Defective
95182,2020-06-08,90,2873,61,2020-06-09,1,Wrong Item
88477,2019-08-15,1189,945,42,2019-08-25,1,Wrong Item
62006,2023-06-26,1355,3979,55,2023-06-29,1,Wrong Item
30884,2022-12-21,1955,4582,61,2022-12-24,1,Wrong Item
50767,2020-10-02,1702,2035,94,2020-10-25,1,Changed Mind
74956,2022-01-05,468,4840,87,2022-01-16,1,Changed Mind
12751,2023-05-31,1319,3571,68,2023-06-29,1,Defective
36507,2021-08-05,1338,246,20,2021-09-01,1,Defective
9938,2022-06-02,1801,153,67,2022-06-26,1,Changed Mind
18374,2020-12-01,1339,1234,56,2020-12-24,1,Defective
92221,2022-02-24,229,3993,36,2022-03-15,1,Defective
90730,2021-07-20,1061,776,35,2021-07-27,1,Wrong Item
12397,2023-11-13,1163,2867,78,2023-12-07,1,Changed Mind
94922,2021-01-23,1294,1824,27,2021-02-06,1,Defective
33802,2019-07-20,367,4887,62,2019-07-29,1,Wrong Item
1231,2019-10-07,107,148,34,2019-10-17,1,Changed Mind
20335,2022-03-01,337,4336,11,2022-03-02,1,Defective
78044,2023-05-28,1103,4612,32,2023-06-08,1,Wrong Item
