Order_ID,Date,Product_ID,Customer_ID,Store_ID,Quantity,Discount_Pct
173,2023-04-12,1952,3479,58,7,0.05
174,2020-10-01,1727,835,49,6,0.2
175,2019-04-16,1766,1138,59,4,0.05
176,2019-06-14,1039,2721,44,3,0.1
177,2019-08-03,346,40,78,6,0.0
178,2021-12-30,1492,1826,7,5,0.0
179,2023-10-06,780,3054,62,9,0.0
180,2023-08-16,1769,3480,12,1,0.05
181,2023-05-22,493,1763,53,1,0.1
182,2019-03-31,1903,4942,21,8,0.0
183,2023-12-01,239,866,32,6,0.0
184,2021-05-23,666,4619,8,8,0.0
185,2022-06-05,926,289,100,2,0.0
186,2022-01-07,861,2999,46,3,0.0
187,2020-08-30,926,2166,3,3,0.1
188,2019-12-15,77,2940,54,1,0.0
189,2021-06-12,233,2700,91,1,0.0
190,2019-09-03,1470,2771,87,8,0.0
191,2019-09-29,171,1442,51,2,0.1
192,2020-02-07,534,2401,11,8,0.05
193,2023-08-20,747,4199,79,9,0.1
194,2022-02-13,1001,4099,92,1,0.1
195,2022-12-29,273,4376,65,5,0.0
196,2023-04-03,1943,2697,1,6,0.0
197,2023-01-05,1049,3349,60,9,0.05
198,2022-04-10,757,3107,17,6,0.2
199,2021-11-05,838,1248,62,5,0.0
200,2021-08-18,1270,4156,100,7,0.0
201,2023-11-11,549,1771,20,1,0.0
202,2021-06-16,474,4287,11,8,0.0
203,2021-12-15,1337,863,87,6,0.0
204,2023-06-03,1493,4160,36,9,0.0
205,2022-01-31,1379,2605,62,2,0.0
206,2019-10-11,1862,809,12,8,0.0
207,2023-09-25,1814,1747,40,3,0.0
208,2020-05-31,1745,1497,33,2,0.0
209,2020-09-09,1483,4061,28,1,0.0
210,2022-07-25,516,3870,57,8,0.0
211,2020-09-03,58,3988,28,5,0.0
212,2021-01-19,172,4655,19,4,0.0
213,2022-07-16,1354,3549,41,8,0.0
214,2020-02-04,273,1069,91,7,0.0
215,2023-03-07,1254,276,10,5,0.0
216,2019-03-27,146,4747,90,3,0.0
217,2019-11-16,1461,1216,99,1,0.0
218,2021-11-21,1299,2539,4,2,0.0
219,2019-12-02,854,244,72,1,0.05
220,2019-02-20,829,532,94,6,0.05
221,2022-01-07,1593,3247,41,8,0.0
222,2023-09-18,1359,1844,35,1,0.2
223,2019-06-23,300,199,49,9,0.0
224,2023-06-30,147,556,7,7,0.0
225,2020-05-15,921,1509,54,9,0.0
226,2023-05-18,549,1802,67,1,0.0
227,2019-03-17,1021,860,34,8,0.0
228,2019-11-12,1938,4610,95,2,0.0
229,2022-10-28,1082,2854,82,1,0.05
230,2022-01-09,1292,990,42,3,0.0
231,2023-07-22,32,3029,61,2,0.0
232,2023-09-15,1946,592,9,4,0.1
233,2023-11-14,410,808,21,9,0.0
234,2020-11-27,431,2203,3,4,0.0
235,2021-10-06,1962,2147,24,8,0.0
236,2021-01-01,1625,3437,55,1,0.0
237,2021-12-30,222,2439,14,6,0.0
238,2021-08-26,51,362,75,9,0.0
239,2021-05-03,809,715,90,4,0.2
240,2020-10-27,998,1165,84,9,0.0
241,2023-11-16,1486,2044,64,2,0.05
242,2020-10-13,705,1074,93,9,0.0
243,2021-12-30,1889,2176,25,6,0.2
244,2019-02-15,573,366,46,1,0.0
245,2021-12-06,895,2902,15,6,0.0
246,2023-06-03,459,1151,78,6,0.0
247,2022-12-16,803,1422,57,1,0.0
248,2019-05-29,597,2496,90,9,0.0
249,2021-06-28,1302,4322,64,3,0.05
250,2022-02-27,1477,823,2,2,0.1
251,2020-03-31,1064,4431,58,7,0.05
252,2023-07-21,1590,3428,25,3,0.0
253,2021-05-26,978,4533,53,8,0.0
254,2023-07-13,1189,3375,71,1,0.0
255,2021-08-23,940,4483,47,9,0.0
256,2021-05-18,247,4338,48,1,0.0
257,2023-03-09,1821,2928,69,3,0.1
258,2021-07-17,338,1899,95,8,0.0
259,2021-10-20,1909,3137,80,8,0.0
260,2021-09-27,524,4567,5,6,0.05
261,2021-02-12,1429,4112,25,4,0.0
262,2019-09-01,40,971,77,7,0.0
263,2020-04-18,1054,3897,62,9,0.0
264,2020-01-17,832,1738,68,2,0.0
265,2022-01-31,297,3264,27,6,0.0
266,2020-05-03,847,1580,57,1,0.0
267,2021-11-26,1763,161,24,6,0.0
268,2023-08-05,303,4234,44,3,0.0
269,2023-04-22,732,3686,59,4,0.0
270,2023-03-24,1284,3802,4,2,0.0
271,2023-11-02,1948,3125,45,1,0.1
272,2022-09-18,606,1046,89,6,0.0
273,2020-02-01,432,3851,23,6,0.0
274,2019-10-23,1337,323,9,5,0.0
275,2019-04-17,889,2303,3,5,0.0
276,2021-05-09,242,13,44,1,0.0
277,2021-08-11,731,4794,75,7,0.0
278,2020-06-13,1552,4084,15,9,0.1
279,2022-01-11,864,941,14,4,0.0
280,2021-07-22,1932,3046,37,4,0.0
281,2019-10-15,492,3008,75,7,0.0
282,2020-12-06,311,1787,17,5,0.0
283,2023-01-24,932,1319,37,5,0.0
284,2019-08-03,1935,2696,22,9,0.0
285,2022-07-28,659,3018,10,9,0.1
286,2021-01-01,146,1192,5,3,0.0
287,2023-01-22,730,3953,37,8,0.0
288,2023-12-30,1995,2242,2,3,0.05
289,2019-12-10,990,3386,70,3,0.05
290,2019-07-13,924,506,47,6,0.0
291,2019-06-07,1976,4583,48,4,0.2
292,2020-04-09,151,3137,9,2,0.2
293,2019-04-14,463,4013,2,2,0.0
294,2019-02-03,1904,613,4,2,0.0
295,2022-01-30,11,1742,4,8,0.1
296,2020-09-30,427,674,30,3,0.0
297,2023-10-16,853,535,44,7,0.0
298,2019-11-21,896,3780,21,8,0.0
299,2020-11-21,301,347,84,9,0.0
300,2020-08-14,39,3150,34,5,0.0
301,2019-05-21,991,4021,98,2,0.0
302,2020-04-18,591,4644,66,8,0.0
303,2021-11-20,1489,3777,51,6,0.0
304,2021-06-02,985,2190,19,7,0.2
305,2019-03-04,1176,241,73,4,0.05
306,2023-05-03,1019,3832,77,5,0.0
307,2022-01-15,941,1136,60,9,0.0
308,2019-10-31,1316,2850,98,4,0.0
309,2021-12-20,1889,2682,81,4,0.0
310,2020-01-31,876,3738,73,7,0.0
311,2019-11-30,516,575,74,8,0.05
312,2021-02-24,705,3693,20,2,0.0
313,2020-02-15,614,326,45,7,0.05
314,2019-10-11,696,549,46,6,0.05
315,2020-04-10,907,791,88,6,0.0
316,2019-03-21,597,877,8,1,0.0
317,2023-09-12,1689,2336,68,8,0.0
318,2021-02-22,1786,3500,94,2,0.05
319,2022-01-05,562,3503,25,5,0.0
320,2021-01-02,348,2693,73,1,0.0
321,2023-12-23,1906,3775,94,7,0.0
322,2023-04-13,564,4748,40,3,0.0
323,2022-10-16,262,584,86,6,0.0
324,2019-03-18,1326,3808,7,5,0.0
325,2020-05-23,710,3502,66,3,0.0
326,2022-04-02,1750,520,98,1,0.0
327,2021-10-29,1807,3128,72,1,0.0
328,2022-04-13,1654,2844,7,9,0.0
329,2020-04-06,1469,4724,85,8,0.0
330,2022-08-23,289,4809,2,1,0.0
331,2023-05-31,849,2979,74,3,0.0
332,2019-09-02,1405,1045,67,1,0.0
333,2019-05-02,396,74,38,4,0.0
334,2019-07-04,287,2809,3,1,0.0
335,2019-02-01,995,4814,59,8,0.0
336,2021-09-24,546,2434,67,8,0.1
337,2021-01-31,32,231,43,6,0.0
338,2020-07-22,1559,1296,18,5,0.0
339,2019-11-06,1638,4116,13,1,0.0
340,2022-10-27,1605,1581,80,3,0.0
341,2023-08-07,552,2339,16,7,0.0
342,2021-04-09,1986,4321,15,8,0.0
343,2023-06-08,1403,4603,17,6,0.0
344,2021-09-18,1055,4348,88,5,0.0
345,2021-12-15,1420,4239,74,9,0.1
346,2021-03-01,1895,605,100,5,0.0
347,2022-07-20,1006,1861,83,6,0.05
348,2020-04-08,298,874,51,3,0.0
349,2020-11-08,1940,2132,46,2,0.1
350,2023-01-19,1294,3271,17,5,0.0
351,2021-09-05,843,4868,60,3,0.05
352,2020-10-31,700,2635,22,5,0.0
353,2022-06-26,1503,3475,1,6,0.1
354,2020-11-28,1651,1429,1,7,0.05
355,2021-09-20,1249,3599,71,1,0.05
356,2019-03-19,1626,3345,98,1,0.0
357,2020-06-17,1538,4133,19,2,0.0
358,2019-04-18,415,4662,66,4,0.0
359,2022-07-20,1463,1302,83,3,0.0
360,2021-02-02,1059,2568,2,7,0.0
361,2019-01-15,27,1035,45,8,0.0
362,2020-01-05,645,838,74,4,0.2
363,2022-08-20,1099,4105,13,8,0.0
364,2023-08-23,947,4846,27,4,0.0
365,2019-07-24,743,1787,96,6,0.05
366,2022-02-10,604,847,3,9,0.0
367,2023-08-31,1424,3330,5,8,0.05
368,2021-05-14,1396,4147,84,5,0.0
369,2022-06-30,936,2213,86,1,0.0
370,2020-03-16,346,1542,1,4,0.0
371,2022-04-24,1368,2777,8,1,0.05
372,2021-05-08,196,2828,54,7,0.0
373,2019-08-15,1484,814,19,3,0.0
374,2020-06-11,210,1441,75,7,0.0
375,2023-08-19,1655,2814,98,7,0.0
376,2019-12-20,974,2982,18,6,0.0
377,2020-09-14,1873,4667,80,5,0.0
378,2021-10-21,1708,2695,30,9,0.05
379,2023-04-26,1961,211,100,9,0.0
380,2023-05-03,528,3166,33,5,0.0
381,2021-07-15,629,2799,82,8,0.0
382,2022-12-14,1322,3727,54,3,0.0
383,2023-07-02,404,1149,67,4,0.0
384,2022-03-30,190,2006,3,4,0.0
385,2019-06-10,1396,2945,42,2,0.0
386,2021-05-20,107,160,35,8,0.05
387,2022-02-25,668,2654,68,4,0.0
388,2023-10-12,444,2911,48,3,0.2
389,2022-03-20,1321,2196,65,7,0.0
390,2020-03-19,1409,1843,85,4,0.05
391,2023-11-26,528,4,79,4,0.0
392,2023-02-03,1412,3293,44,1,0.2
393,2020-04-07,1334,182,90,6,0.0
394,2023-10-20,1053,4188,19,2,0.05
395,2021-11-19,712,2881,59,6,0.0
396,2020-04-17,1218,2995,87,1,0.0
397,2020-07-10,1774,2587,27,7,0.0
398,2019-03-21,664,4840,88,6,0.0
399,2021-11-28,809,764,29,1,0.0
400,2019-08-28,63,2970,38,5,0.0
401,2020-07-10,1848,785,7,8,0.0
402,2020-08-12,494,1968,90,3,0.0
403,2022-09-22,270,801,4,3,0.0
404,2023-12-29,1973,1511,20,4,0.0
405,2022-07-27,1662,887,68,3,0.0
406,2022-02-13,1196,1521,28,6,0.0
407,2019-09-26,1707,2589,16,5,0.0
408,2019-12-01,1153,3135,2,1,0.0
409,2019-11-08,886,489,6,1,0.0
410,2021-12-12,353,287,32,7,0.0
411,2021-12-27,640,3171,50,5,0.1
412,2020-11-24,651,2178,98,5,0.1
413,2019-02-03,148,3413,92,6,0.0
414,2023-12-25,761,3022,70,5,0.0
415,2020-01-21,1103,1571,62,8,0.2
416,2019-09-06,1244,4286,47,2,0.0
417,2022-02-08,405,4805,59,9,0.0
418,2022-01-22,1111,2611,94,3,0.2
419,2022-12-04,841,3196,87,8,0.05
420,2022-04-17,404,2769,100,7,0.0
421,2021-12-06,117,1137,48,9,0.0
422,2021-03-04,502,3039,71,8,0.0
423,2021-05-01,1681,2025,44,3,0.0
424,2021-05-23,1642,2038,71,3,0.05
425,2023-06-16,1983,1659,90,2,0.05
426,2020-01-11,1615,674,65,8,0.2
427,2020-12-24,748,897,33,9,0.05
428,2023-05-30,1925,2214,83,7,0.0
429,2019-07-21,174,3089,12,7,0.0
430,2020-03-20,1130,888,69,4,0.0
431,2019-10-24,1844,3472,71,5,0.0
432,2022-08-24,1121,354,98,1,0.0
433,2023-10-13,478,2608,89,5,0.0
434,2020-05-07,1872,71,6,1,0.0
435,2019-12-04,548,4602,63,7,0.0
436,2021-07-11,1637,1193,27,8,0.0
437,2023-07-28,873,2430,79,5,0.0
438,2021-12-25,561,4908,37,5,0.0
439,2021-03-02,1446,4443,43,5,0.0
440,2022-12-16,1752,4495,94,6,0.0
441,2023-04-13,1625,1238,38,7,0.05
442,2023-07-11,1435,436,99,1,0.1
443,2023-02-25,1349,1886,65,5,0.0
444,2021-08-19,1970,2484,3,1,0.0
445,2019-11-13,881,4986,56,5,0.0
446,2021-07-30,1493,2212,42,1,0.05
447,2020-09-17,1451,1609,15,4,0.0
448,2019-03-16,1379,3584,7,5,0.1
449,2023-10-04,326,1350,1,9,0.1
450,2021-07-27,9,4735,64,3,0.05
451,2019-02-28,1005,364,92,5,0.1
452,2020-01-21,1115,1851,82,1,0.0
453,2019-01-15,705,1316,55,3,0.0
454,2022-06-08,286,922,77,8,0.0
455,2023-06-29,1167,4653,72,6,0.05
456,2023-08-28,416,1101,46,3,0.0
457,2019-07-18,724,3617,5,7,0.0
458,2022-10-09,1924,1815,13,1,0.1
459,2019-02-04,956,1874,16,9,0.0
460,2019-06-11,951,3526,9,7,0.0
461,2023-11-16,1826,1408,76,7,0.0
462,2021-09-08,1656,4865,74,2,0.0
463,2021-03-09,1085,682,43,9,0.0
464,2021-06-13,294,936,51,7,0.0
465,2020-04-15,340,1973,95,4,0.0
466,2020-06-14,879,3953,55,7,0.05
467,2021-03-02,819,232,88,3,0.2
468,2021-05-01,186,190,26,1,0.0
469,2022-12-17,1116,981,33,5,0.1
470,2019-12-14,1255,3836,14,7,0.0
471,2020-11-24,1561,3568,77,9,0.0
472,2021-07-23,1163,3529,19,6,0.0
473,2021-07-01,882,164,37,6,0.0
474,2019-05-27,776,1685,91,5,0.0
475,2022-10-29,802,2037,66,6,0.1
476,2023-09-08,1819,3344,2,2,0.0
477,2020-11-05,1900,2089,49,4,0.1
478,2022-12-10,662,1530,46,6,0.0
479,2020-11-17,190,4407,14,9,0.0
480,2023-02-26,1608,313,28,3,0.0
481,2023-05-02,353,550,98,4,0.1
482,2022-07-03,39,4024,74,9,0.05
483,2021-08-17,1097,1106,88,8,0.2
484,2020-11-16,886,3237,41,4,0.0
485,2022-01-31,22,3557,62,3,0.0
486,2019-05-01,713,4023,1,6,0.0
487,2020-02-23,31,1243,76,2,0.0
488,2019-12-16,1314,252,84,2,0.0
489,2023-08-08,836,1676,15,3,0.0
490,2019-02-11,1902,4197,65,6,0.0
491,2022-10-22,1102,2892,49,1,0.0
492,2019-01-29,1467,701,38,3,0.0
493,2021-08-23,1800,2573,35,2,0.2
494,2021-02-23,1461,3370,74,8,0.0
495,2019-01-14,1385,4305,42,7,0.0
496,2021-07-08,726,3577,11,8,0.0
497,2021-03-28,54,2858,43,1,0.05
498,2021-04-04,371,144,85,9,0.0
499,2023-02-17,1606,2814,12,8,0.0
500,2022-04-27,97,3244,83,6,0.0
501,2021-05-21,885,109,53,1,0.0
502,2019-10-22,530,1936,41,5,0.05
503,2022-04-21,1672,4946,43,3,0.0
504,2021-05-13,1671,984,29,3,0.0
505,2020-07-01,1888,4565,13,9,0.0
506,2021-11-26,1927,1827,91,7,0.0
507,2021-10-04,1418,105,64,2,0.0
508,2021-11-03,1060,2353,95,7,0.0
509,2020-09-26,318,199,18,6,0.05
510,2020-08-17,1394,4172,34,7,0.0
511,2022-03-28,1075,1823,48,7,0.0
512,2023-02-26,287,1153,36,3,0.0
513,2022-09-14,650,4327,19,9,0.0
514,2020-09-05,1620,3173,60,3,0.0
515,2022-01-11,243,1365,100,9,0.0
516,2023-04-29,1315,752,7,1,0.0
517,2023-05-23,413,4488,80,5,0.0
518,2023-05-03,222,4928,42,8,0.0
519,2023-05-12,1969,2658,45,6,0.0
520,2023-05-30,1055,2022,72,3,0.2
521,2021-11-11,1889,1296,13,4,0.0
522,2022-03-01,1656,4343,78,6,0.0
523,2020-04-09,872,4791,77,6,0.0
524,2023-01-19,1777,1050,65,8,0.0
525,2022-08-18,1092,3777,90,8,0.0
526,2021-08-12,994,3157,98,5,0.0
527,2021-07-18,785,845,51,7,0.0
528,2022-07-14,1506,3484,95,5,0.05
529,2021-03-09,96,4526,83,2,0.05
530,2020-01-30,225,1334,28,1,0.0
531,2022-02-17,1573,253,72,2,0.0
532,2019-09-03,735,822,55,6,0.05
533,2020-07-21,1370,4808,10,7,0.0
534,2019-02-07,223,725,9,5,0.0
535,2019-09-02,991,3155,53,9,0.0
536,2019-01-21,1308,2382,65,2,0.05
537,2022-02-07,1278,3273,25,7,0.0
538,2023-06-18,1702,3701,67,3,0.1
539,2020-01-29,1772,129,1,2,0.0
540,2022-12-04,120,1068,15,1,0.0
541,2021-09-13,138,543,70,9,0.0
542,2023-07-30,328,4879,27,6,0.0
543,2023-11-02,878,4079,52,6,0.05
544,2019-01-08,740,3974,49,9,0.1
545,2023-01-07,595,283,63,3,0.0
546,2019-11-24,540,922,53,8,0.0
547,2019-10-17,1733,1037,72,8,0.0
548,2023-11-22,1112,990,32,8,0.0
549,2020-05-25,1397,3419,51,9,0.0
550,2021-06-30,634,4267,64,7,0.0
551,2019-12-27,1415,89,40,7,0.05
552,2023-06-11,340,2242,55,4,0.0
553,2020-12-16,1538,4825,20,9,0.0
554,2019-08-07,825,237,74,1,0.0
555,2020-02-10,1771,2596,45,9,0.0
556,2021-01-22,1290,4800,37,4,0.0
557,2021-07-11,82,4841,53,4,0.0
558,2021-04-11,866,462,55,9,0.0
559,2023-11-29,398,4469,88,8,0.05
560,2023-07-03,714,3143,4,2,0.0
561,2023-11-27,358,2692,55,5,0.05
562,2021-03-04,800,3774,4,3,0.0
563,2022-05-28,181,4392,10,6,0.0
564,2020-08-17,1539,2625,66,9,0.2
565,2019-04-17,1015,241,7,3,0.1
566,2020-08-03,560,3223,40,2,0.05
567,2020-08-31,1160,1518,26,7,0.0
568,2023-10-14,1289,699,54,4,0.0
569,2022-08-02,203,2062,56,8,0.05
570,2023-11-08,784,1324,6,3,0.05
571,2019-01-08,1506,1052,32,2,0.0
572,2021-03-16,1880,4164,60,7,0.0
573,2019-07-08,287,3944,14,4,0.2
574,2019-03-22,133,2022,96,9,0.0
575,2019-04-18,1121,1648,36,9,0.05
576,2022-09-06,1118,873,66,1,0.0
577,2023-05-22,1911,4448,36,9,0.0
578,2020-11-16,94,4127,10,9,0.0
579,2019-12-12,1743,109,42,4,0.0
580,2019-11-24,1319,963,67,5,0.0
581,2020-07-08,1040,533,52,4,0.0
582,2023-09-19,474,2482,47,2,0.0
583,2019-10-29,960,1092,29,2,0.0
584,2019-07-19,1484,1072,37,6,0.05
585,2021-06-11,211,4880,73,9,0.0
586,2022-12-13,559,2928,10,6,0.0
587,2021-11-28,443,3950,98,7,0.0
588,2023-10-22,99,178,95,2,0.0
589,2019-11-03,20,3881,43,4,0.05
590,2021-10-24,21,2824,38,6,0.05
591,2023-07-15,1205,89,1,9,0.0
592,2022-01-05,1509,4338,99,2,0.0
593,2020-04-12,1871,1348,5,5,0.0
594,2019-06-28,694,4090,96,9,0.1
595,2020-10-06,561,4570,34,3,0.05
596,2023-10-31,1424,3036,41,5,0.0
597,2019-10-03,1296,4449,52,9,0.1
598,2022-03-21,1047,4248,47,6,0.0
599,2022-04-02,108,4833,80,6,0.0
600,2022-08-06,836,1005,29,9,0.0
601,2022-11-02,605,4635,93,5,0.2
602,2020-09-12,1701,2717,33,6,0.0
603,2020-09-29,24,549,25,8,0.0
604,2023-11-11,1853,4343,20,3,0.05
605,2022-08-26,776,4216,26,2,0.0
606,2021-07-18,1772,3415,94,3,0.05
607,2022-11-13,453,2121,56,1,0.0
608,2023-08-09,1643,504,51,4,0.0
609,2023-11-23,1565,2399,18,9,0.0
610,2019-07-02,115,4808,69,8,0.0
611,2022-08-22,394,460,67,8,0.0
612,2019-03-13,952,971,85,8,0.0
613,2022-05-27,1906,1742,83,6,0.0
614,2020-12-19,620,4831,39,5,0.0
615,2022-04-11,1609,3587,72,3,0.0
616,2023-08-04,1686,4260,10,5,0.1
617,2022-07-19,778,2868,57,4,0.0
618,2020-12-26,596,2132,35,8,0.0
619,2023-01-31,1428,1511,57,3,0.0
620,2019-09-26,1843,31,87,5,0.0
621,2021-11-09,1627,4522,85,9,0.0
622,2020-07-31,1013,3504,93,5,0.0
623,2021-09-21,1126,4370,57,8,0.05
624,2021-03-25,266,1422,97,3,0.0
625,2023-03-07,83,3432,24,3,0.0
