Order_ID,Date,PaymentMethod_ID,Amount,Failed_Flag
73,2021-02-15,1,989.55,0
74,2022-08-18,1,787.49,0
75,2021-07-07,1,795.15,0
76,2019-08-25,1,270.7,0
77,2020-10-10,1,618.48,0
78,2021-04-16,1,204.88,0
79,2020-04-13,2,263.86,0
80,2023-03-23,1,961.53,0
81,2019-06-19,2,26.08,0
82,2021-09-03,1,800.99,0
83,2020-12-06,2,266.51,0
84,2021-09-27,1,421.77,0
85,2022-06-24,1,19.3,0
86,2021-03-05,1,477.84,0
87,2022-12-03,1,199.66,0
88,2020-05-02,2,363.42,0
89,2019-11-05,1,846.83,0
90,2021-11-28,1,180.39,0
91,2023-06-14,1,770.84,0
92,2021-07-14,1,491.27,0
93,2020-07-22,3,639.82,0
94,2021-08-09,1,892.31,0
95,2019-08-15,1,968.66,0
96,2023-02-11,1,643.38,0
97,2023-04-12,2,332.01,0
98,2023-01-19,1,475.48,0
99,2021-08-05,3,384.95,0
100,2021-10-19,1,204.11,0
101,2022-08-15,2,641.31,0
102,2023-01-03,1,717.52,0
103,2021-12-21,1,389.56,0
104,2020-02-05,2,307.17,0
105,2021-02-23,2,199.41,0
106,2020-01-18,1,687.05,0
107,2022-06-25,1,856.67,0
108,2023-03-22,2,112.83,0
109,2022-07-08,1,831.08,0
110,2023-09-16,1,52.7,0
111,2022-11-30,2,406.54,0
112,2021-08-31,1,296.3,0
113,2021-12-14,2,683.66,0
114,2023-07-26,1,376.96,0
115,2023-06-19,1,386.39,0
116,2019-11-07,2,879.3,0
117,2019-12-21,1,836.14,0
118,2023-11-30,1,277.58,0
119,2020-09-26,3,239.3,0
120,2023-08-18,2,302.81,0
121,2019-07-28,1,956.68,0
122,2021-12-10,1,106.44,1
123,2020-12-26,1,564.4,0
124,2019-09-16,1,994.19,0
125,2021-05-06,1,751.19,0
126,2023-04-08,1,137.17,0
127,2020-09-14,3,223.16,0
128,2020-03-04,1,577.92,0
129,2023-01-10,2,433.02,0
130,2020-03-17,1,507.83,0
131,2020-05-11,1,837.73,0
132,2021-11-21,1,297.36,0
133,2022-08-06,1,881.09,0
134,2023-08-27,1,909.83,0
135,2022-08-15,1,689.22,0
136,2019-04-15,1,764.1,0
137,2019-03-21,2,745.46,0
138,2019-11-02,1,63.32,0
139,2022-04-05,1,189.16,0
140,2022-07-08,3,992.59,0
141,2023-06-04,1,778.29,0
142,2019-05-22,1,361.23,0
143,2022-07-24,1,406.72,0
144,2019-10-09,1,146.51,0
145,2021-07-17,1,365.24,0
146,2019-02-28,1,228.62,0
147,2021-12-16,1,146.46,0
148,2019-07-23,2,878.41,0
149,2019-09-10,1,45.12,0
150,2020-10-13,1,401.53,0
151,2021-10-14,1,233.64,0
152,2020-12-24,2,925.52,0
153,2023-03-12,1,399.03,0
154,2021-06-12,1,246.31,0
155,2023-10-14,2,178.19,0
156,2020-02-04,2,659.65,0
157,2019-02-17,1,596.06,0
158,2021-07-01,3,347.64,0
159,2021-01-14,2,367.31,0
160,2023-09-23,1,159.21,0
161,2022-01-16,1,768.82,0
162,2020-02-26,1,77.08,0
163,2019-01-27,3,758.77,0
164,2019-04-27,2,347.73,0
165,2022-05-20,1,627.24,0
166,2021-05-04,2,147.92,0
167,2023-03-19,2,518.83,0
168,2021-07-28,1,503.76,0
169,2021-10-01,1,649.51,0
170,2019-06-28,1,280.75,0
171,2023-10-02,2,116.76,0
172,2019-12-23,1,856.17,0
173,2020-09-12,1,870.56,0
174,2019-12-18,1,26.3,0
175,2023-05-30,2,676.38,0
176,2019-05-31,1,542.54,0
177,2019-04-26,1,52.06,0
178,2021-03-09,1,434.3,0
179,2020-04-24,1,32.89,0
180,2023-01-23,1,859.17,0
181,2021-06-05,1,237.95,0
182,2021-03-09,1,833.88,0
183,2019-03-27,2,659.89,0
184,2023-06-01,3,185.49,0
185,2022-12-11,1,69.42,0
186,2021-09-16,1,713.36,0
187,2019-03-02,2,117.71,0
188,2019-03-30,2,464.18,0
189,2021-01-08,1,525.97,0
190,2021-12-24,2,287.54,0
191,2023-10-11,2,240.37,0
192,2021-09-09,2,343.55,0
193,2022-08-01,1,488.63,0
194,2022-05-14,2,190.48,0
195,2021-06-10,1,600.07,0
196,2019-10-13,1,468.03,0
197,2023-09-08,3,685.44,0
198,2022-06-25,3,626.85,0
199,2020-08-01,1,593.62,0
200,2021-01-06,1,711.08,0
201,2020-06-13,3,164.36,0
202,2023-01-01,2,334.7,0
203,2021-05-31,2,302.8,0
204,2020-01-04,2,781.15,0
205,2019-04-10,3,762.28,0
206,2022-01-25,2,563.31,0
207,2021-01-17,1,172.22,0
208,2021-02-10,1,566.69,0
209,2023-12-07,2,614.88,0
210,2021-02-09,1,176.87,1
211,2019-07-17,1,349.99,0
212,2020-09-13,1,862.88,0
213,2023-07-22,2,663.34,0
214,2019-02-15,1,697.62,0
215,2021-02-10,2,953.85,0
216,2022-05-05,1,842.88,0
217,2021-01-26,3,429.75,0
218,2022-08-19,2,370.84,0
219,2021-05-30,1,786.4,0
220,2023-02-22,1,713.61,0
221,2022-06-18,2,510.96,0
222,2023-07-27,3,426.54,1
223,2021-09-16,1,123.45,0
224,2020-05-23,1,851.77,0
225,2021-03-14,1,202.02,0
226,2019-02-11,1,996.98,0
227,2019-07-15,1,894.67,0
228,2021-07-16,1,305.47,0
229,2023-08-10,2,259.9,0
230,2019-09-27,2,768.15,0
231,2021-01-18,2,377.86,0
232,2020-01-21,2,781.46,0
233,2022-11-01,1,358.31,0
234,2019-10-12,2,751.29,1
235,2019-09-11,2,196.11,0
236,2022-05-13,1,998.64,0
237,2023-05-08,1,927.25,0
238,2020-10-12,1,484.97,0
239,2022-03-28,1,709.16,0
240,2022-08-21,1,385.84,0
241,2021-08-14,3,855.53,0
242,2023-10-25,1,672.32,0
243,2022-01-04,1,704.93,0
244,2022-09-09,1,885.81,0
245,2023-09-22,1,349.91,0
246,2020-09-30,2,524.45,0
247,2023-12-01,1,47.37,0
248,2021-12-25,1,370.11,0
249,2021-09-17,1,620.63,0
250,2020-05-02,1,955.97,0
251,2023-05-02,1,868.28,0
252,2019-05-14,1,910.03,0
253,2019-02-08,2,584.98,0
254,2021-12-14,1,43.74,0
255,2021-02-04,1,649.38,0
256,2019-02-27,1,354.16,1
257,2019-02-19,3,513.94,0
258,2021-08-11,2,115.64,0
259,2023-07-08,1,385.14,0
260,2020-11-22,1,826.61,0
261,2020-09-15,1,873.56,0
262,2020-01-11,1,883.92,0
263,2021-03-01,1,346.42,0
264,2022-12-24,1,471.1,0
265,2022-04-21,1,429.34,0
266,2019-12-14,1,26.78,0
267,2019-12-28,1,228.37,0
268,2023-03-20,1,457.43,0
269,2020-06-25,3,49.68,0
270,2023-08-16,1,411.9,0
271,2020-09-15,3,717.37,0
272,2019-11-16,1,713.65,0
273,2023-08-28,1,522.83,0
274,2023-11-27,1,703.72,0
275,2019-09-10,1,182.75,0
276,2022-08-04,2,730.05,0
277,2023-07-21,1,161.8,0
278,2021-10-19,1,160.81,0
279,2022-04-20,1,161.34,0
280,2022-08-18,2,95.1,0
281,2023-09-07,1,246.64,0
282,2019-02-15,2,326.64,0
283,2023-05-13,1,32.58,0
284,2019-05-01,2,372.56,0
285,2020-07-24,1,646.0,0
286,2021-09-09,2,973.89,0
287,2022-10-18,3,487.96,0
288,2022-04-09,1,774.34,0
289,2019-12-11,2,91.49,0
290,2020-09-28,1,929.4,0
291,2020-04-16,1,318.62,0
292,2020-10-15,3,599.08,0
293,2020-12-25,1,267.99,0
294,2023-04-26,2,525.96,0
295,2022-04-24,1,914.15,0
296,2021-03-04,1,404.06,0
297,2019-03-11,1,692.81,0
298,2021-02-07,2,946.74,0
299,2020-01-14,2,336.21,0
300,2020-01-10,1,214.17,0
301,2019-03-28,2,579.83,0
302,2020-01-27,2,357.1,0
303,2022-01-01,2,357.71,0
304,2023-02-20,3,120.98,0
305,2020-06-09,1,284.2,0
306,2019-02-27,1,820.79,0
307,2021-11-13,1,44.48,0
308,2021-11-19,1,448.92,0
309,2019-04-20,3,820.06,0
310,2021-02-09,1,563.04,0
311,2023-11-29,1,822.24,0
312,2020-07-31,3,877.03,0
313,2023-08-29,2,481.08,0
314,2022-09-12,1,472.77,0
315,2019-10-25,1,275.18,0
316,2023-02-27,1,818.45,0
317,2020-09-09,2,450.79,0
318,2020-09-27,1,680.15,0
319,2022-08-04,2,288.4,0
320,2022-04-19,2,846.8,0
321,2019-11-24,1,844.76,0
322,2023-06-01,1,353.8,0
323,2022-05-11,3,244.18,0
324,2021-03-25,1,732.01,0
325,2019-04-29,2,918.24,0
326,2023-10-08,1,451.02,0
327,2019-04-20,1,617.94,0
328,2020-05-08,1,144.59,0
329,2020-05-09,1,690.32,0
330,2023-01-03,1,151.18,0
331,2023-05-21,2,416.42,0
332,2021-07-23,1,912.25,0
333,2022-10-21,3,194.16,0
334,2020-05-28,1,833.08,0
335,2023-01-24,1,504.3,0
336,2023-08-06,2,424.09,0
337,2020-06-15,1,475.24,0
338,2022-07-07,1,862.71,0
339,2021-11-04,1,437.84,0
340,2023-05-30,1,358.14,0
341,2019-09-21,3,249.78,0
342,2019-09-07,1,560.22,0
343,2023-09-13,1,51.6,0
344,2023-08-05,2,358.34,0
345,2021-09-13,1,826.67,0
346,2023-07-13,1,688.08,0
347,2022-07-14,2,910.55,0
348,2022-09-21,2,376.13,0
349,2020-07-20,1,160.18,0
350,2019-11-30,1,354.6,0
351,2021-04-24,1,229.76,0
352,2020-12-07,1,451.35,0
353,2022-08-25,1,722.81,0
354,2023-06-06,2,597.86,0
355,2019-07-09,2,590.43,0
356,2020-06-02,2,957.94,0
357,2019-06-20,3,116.67,0
358,2020-08-01,2,761.4,0
359,2022-02-17,1,376.63,0
360,2021-02-22,1,952.27,0
361,2022-08-01,2,495.53,0
362,2020-10-18,3,122.07,0
363,2023-11-16,1,587.7,0
364,2021-01-06,2,554.63,0
365,2022-11-27,2,736.18,0
366,2020-02-15,1,18.18,0
367,2022-07-31,1,688.38,0
368,2020-10-19,3,630.72,0
369,2023-10-29,1,94.14,0
370,2019-12-28,1,722.31,1
371,2022-03-20,3,10.7,0
372,2023-04-26,2,805.86,0
373,2020-07-08,2,605.28,0
374,2023-11-09,1,881.66,0
375,2019-10-14,2,809.22,0
376,2019-12-05,1,24.17,0
377,2022-05-01,1,521.06,0
378,2023-07-29,1,369.63,0
379,2022-01-09,1,542.44,0
380,2019-08-21,1,614.04,0
381,2020-10-06,1,257.64,0
382,2019-05-26,1,998.48,0
383,2021-08-12,1,327.35,0
384,2021-09-28,1,35.98,0
385,2022-03-09,1,104.88,0
386,2023-04-26,1,156.7,0
387,2019-08-26,3,852.14,0
388,2019-04-16,1,148.74,0
389,2022-06-03,2,443.01,0
390,2019-01-12,1,584.98,0
391,2019-04-25,1,86.75,0
392,2019-06-12,1,568.1,0
393,2020-06-24,1,523.09,0
394,2019-11-14,2,617.85,0
395,2022-01-20,1,956.37,0
396,2023-04-23,1,808.49,0
397,2020-02-08,1,632.39,0
398,2021-12-18,2,847.31,0
399,2020-03-14,2,988.67,0
400,2019-04-29,1,874.66,0
401,2019-07-11,3,78.17,0
402,2021-07-03,1,828.12,0
403,2020-04-13,3,960.69,0
404,2020-11-18,2,592.89,0
405,2019-02-18,1,649.82,0
406,2020-12-24,2,681.83,0
407,2019-07-27,2,35.87,0
408,2023-09-16,2,374.45,0
409,2022-04-10,1,53.0,0
410,2020-02-28,2,357.22,0
411,2023-02-24,1,758.98,0
412,2020-07-29,1,661.9,0
413,2023-12-11,2,41.58,0
414,2023-01-09,2,977.66,0
415,2021-03-23,1,383.0,0
416,2022-09-27,2,919.86,0
417,2023-02-14,2,850.82,0
418,2021-10-04,2,650.15,0
419,2019-05-05,1,300.9,0
420,2020-05-24,1,191.58,0
421,2021-08-18,2,382.52,0
422,2022-06-08,1,441.16,0
423,2022-07-27,1,544.09,0
424,2021-07-14,1,352.72,0
425,2023-07-12,1,335.44,0
426,2023-12-01,1,524.5,0
427,2020-09-29,1,646.44,0
428,2020-04-02,1,354.4,0
429,2022-02-27,1,40.82,0
430,2020-05-07,1,562.81,0
431,2019-10-16,2,399.55,0
432,2022-01-30,1,46.11,0
433,2021-11-20,1,867.56,0
434,2023-12-04,2,907.89,0
435,2020-02-07,1,599.23,0
436,2022-08-09,1,714.35,0
437,2023-01-30,1,95.37,0
438,2019-03-06,1,394.93,0
439,2022-01-13,1,556.44,0
440,2020-11-11,1,452.38,0
441,2022-09-28,1,767.0,0
442,2022-02-01,1,245.66,0
443,2021-12-08,1,864.99,0
444,2020-07-24,2,63.51,0
445,2020-03-11,1,401.21,0
446,2023-08-10,1,915.67,0
447,2021-05-28,1,839.1,0
448,2022-11-17,1,856.71,0
449,2022-04-22,2,35.72,0
450,2020-04-05,1,923.24,0
451,2022-03-04,1,473.3,0
452,2022-09-01,2,977.08,0
453,2023-11-28,1,624.99,0
454,2019-03-26,3,39.28,0
455,2019-07-12,2,298.0,0
456,2020-01-21,1,866.49,0
457,2021-06-07,1,581.1,0
458,2019-12-13,1,57.53,0
459,2022-08-05,2,968.66,0
460,2020-11-30,1,621.03,0
461,2021-07-02,2,56.92,0
462,2020-10-07,2,180.21,0
463,2020-04-10,2,236.34,0
464,2022-03-11,1,58.1,0
465,2023-12-02,1,815.34,0
466,2021-10-05,2,812.5,0
467,2023-01-09,1,179.38,0
468,2019-07-17,1,49.21,0
469,2021-02-27,2,800.32,0
470,2023-10-02,1,377.64,0
471,2021-02-14,1,661.72,0
472,2022-01-14,1,130.67,0
473,2020-04-26,1,268.99,0
474,2023-09-23,1,564.35,0
475,2021-03-15,2,167.11,0
476,2021-02-05,2,416.02,0
477,2020-11-26,1,981.29,0
478,2023-09-26,3,23.53,0
479,2023-10-03,3,383.58,0
480,2021-02-04,1,177.1,1
481,2020-04-05,2,450.04,0
482,2021-01-12,1,834.92,0
483,2021-04-14,1,576.51,0
484,2022-09-16,3,781.77,0
485,2020-11-30,2,368.05,0
486,2019-04-17,1,783.79,0
487,2020-08-29,2,874.12,0
488,2023-03-26,1,494.44,0
489,2022-10-10,1,73.85,0
490,2020-10-24,1,936.96,0
491,2021-03-14,1,79.78,0
492,2020-07-24,2,160.85,0
493,2021-04-29,2,24.73,0
494,2023-11-20,1,111.84,0
495,2019-02-12,1,58.72,0
496,2019-09-03,1,654.21,0
497,2023-06-13,1,132.08,0
498,2022-09-01,3,634.62,0
499,2019-10-05,2,342.94,0
500,2022-05-09,1,905.13,0
501,2023-07-23,1,880.86,0
502,2021-06-07,1,915.73,0
503,2022-11-27,3,177.78,0
504,2019-02-09,2,729.43,0
505,2021-03-15,3,616.9,0
506,2019-07-08,1,697.88,0
507,2019-01-30,2,842.13,0
508,2023-06-05,1,779.61,1
509,2023-03-19,2,266.53,0
510,2022-02-15,1,821.95,0
511,2023-05-04,1,981.81,0
512,2019-06-16,1,727.11,0
513,2020-07-06,1,993.58,0
514,2021-04-13,2,733.74,0
515,2021-05-11,2,311.56,0
516,2019-08-05,1,158.42,0
517,2020-09-10,1,997.4,0
518,2022-02-26,1,42.82,0
519,2021-09-18,1,519.49,0
520,2022-07-20,1,720.45,0
521,2023-07-13,1,949.29,0
522,2019-12-14,1,114.42,0
523,2019-02-01,2,575.41,0
524,2022-07-29,3,936.33,0
525,2022-10-19,1,687.35,0
526,2023-01-20,1,139.37,0
527,2021-07-18,2,342.63,0
528,2021-11-09,1,225.76,0
529,2022-09-18,1,55.39,0
530,2019-12-22,1,24.5,0
531,2019-09-09,3,613.52,0
532,2022-04-18,2,281.42,0
533,2023-03-07,1,110.19,0
534,2021-10-17,1,59.61,0
535,2021-10-23,1,220.95,0
536,2022-05-16,1,127.34,0
537,2020-02-22,1,408.25,0
538,2023-08-14,1,365.61,0
539,2019-10-15,2,929.81,0
540,2019-03-28,1,101.65,0
541,2020-08-13,3,741.95,0
542,2019-05-24,1,980.35,0
543,2019-05-06,1,881.8,0
544,2023-05-15,1,107.76,0
545,2021-07-10,3,971.1,0
546,2023-02-18,1,929.11,0
547,2022-08-27,2,482.82,0
548,2023-12-20,1,982.4,0
549,2022-07-19,2,588.11,0
550,2020-04-27,2,55.83,0
551,2023-02-06,2,324.45,0
552,2019-07-14,2,132.4,0
553,2023-05-14,1,135.51,0
554,2019-05-22,1,817.91,0
555,2021-10-30,1,881.36,0
556,2019-07-17,1,948.15,0
557,2021-08-14,1,693.61,0
558,2020-10-28,3,601.76,0
559,2022-12-23,1,782.12,0
560,2019-03-27,1,819.21,0
561,2023-03-09,2,717.64,0
562,2020-07-28,2,592.76,0
563,2023-08-12,1,780.45,0
564,2019-08-15,2,774.11,0
565,2022-07-14,2,770.48,0
566,2021-12-23,1,534.49,0
567,2023-02-05,1,182.2,0
568,2023-11-12,2,127.88,0
569,2023-06-22,1,681.55,0
570,2021-05-15,1,868.41,0
571,2023-10-06,1,761.05,0
572,2020-03-09,2,539.15,0
573,2019-03-26,1,26.58,0
574,2021-06-13,1,79.46,0
575,2022-05-07,1,747.45,0
576,2022-10-27,1,178.51,0
577,2019-07-05,1,372.91,0
578,2023-04-05,1,109.8,0
579,2021-06-22,2,418.43,0
580,2020-09-17,1,524.03,0
581,2020-05-17,1,445.34,0
582,2019-07-16,1,11.95,0
583,2019-04-06,1,218.27,0
584,2023-07-11,1,506.52,0
585,2022-04-05,1,831.49,0
586,2019-10-19,1,414.84,0
587,2020-03-18,1,64.0,0
588,2019-11-08,1,260.41,0
589,2022-08-30,1,980.84,0
590,2019-11-21,1,724.08,0
591,2019-09-25,1,870.48,0
592,2023-09-16,1,394.02,0
593,2022-07-31,3,182.67,0
594,2023-07-13,1,684.01,0
595,2020-06-17,1,330.47,0
596,2019-01-10,2,838.73,0
597,2022-06-18,3,953.46,0
598,2022-04-07,1,450.62,0
599,2021-07-01,2,544.94,0
600,2020-08-23,3,404.73,0
601,2020-01-07,2,598.27,0
602,2022-05-02,1,257.83,0
603,2020-02-09,1,771.32,0
604,2021-02-26,1,733.18,0
605,2019-06-09,1,320.21,0
606,2021-11-10,2,476.25,0
607,2020-05-15,1,23.69,0
608,2019-07-24,1,518.67,0
609,2022-12-14,2,443.95,0
610,2020-10-27,1,178.25,0
611,2020-04-08,1,826.8,0
612,2020-06-07,2,869.68,0
613,2019-07-13,2,360.67,0
614,2021-09-04,2,22.87,0
615,2021-01-31,2,418.25,0
616,2022-05-17,1,153.95,0
617,2019-01-12,1,120.62,0
618,2019-04-24,3,443.02,0
619,2021-01-11,1,370.3,0
620,2023-02-09,2,659.84,0
621,2020-03-31,1,508.13,0
622,2019-11-22,1,935.87,0
623,2021-04-06,3,175.37,0
624,2020-05-09,1,135.18,0
625,2019-04-22,1,250.89,0
626,2022-10-04,1,670.58,0
627,2022-06-15,1,933.24,0
628,2019-10-15,1,137.87,0
629,2020-03-11,1,776.06,0
630,2022-03-18,2,470.78,0
631,2023-10-16,1,814.85,0
632,2023-07-02,2,203.04,0
633,2020-03-21,2,644.55,0
634,2021-12-20,1,403.55,0
635,2020-10-29,1,356.91,0
636,2019-06-13,1,667.37,0
637,2020-07-05,3,842.11,0
638,2021-10-01,2,994.9,0
639,2021-11-10,1,712.69,0
640,2023-03-01,2,242.22,0
641,2021-06-13,1,596.78,1
642,2020-08-28,1,770.99,0
643,2019-09-12,2,520.02,0
644,2020-10-22,2,909.73,0
645,2021-11-25,1,635.96,0
646,2020-07-12,1,850.08,0
647,2019-11-14,2,582.38,0
648,2023-08-01,1,603.51,0
649,2019-11-26,2,457.75,0
650,2021-11-12,1,813.47,0
651,2021-01-29,3,871.67,0
652,2022-08-17,1,943.28,0
653,2021-02-16,1,411.82,0
654,2022-07-06,1,96.47,0
655,2020-03-05,1,514.32,0
656,2021-05-17,1,614.87,0
657,2020-08-30,2,816.13,0
658,2020-04-26,1,178.76,0
659,2019-03-28,2,46.91,0
660,2020-05-14,1,681.23,0
661,2019-11-11,3,266.63,0
662,2020-06-01,1,344.67,0
663,2022-04-21,2,175.09,0
664,2023-04-02,2,281.84,0
665,2022-05-14,1,616.62,0
666,2023-06-26,2,199.21,0
667,2019-04-03,1,248.13,0
668,2021-07-13,1,119.78,0
669,2021-02-27,1,27.26,0
670,2023-03-20,2,310.8,0
671,2022-01-13,1,288.7,0
672,2020-07-12,1,521.05,0
673,2020-05-05,2,713.19,0
674,2023-07-08,1,179.59,1
675,2023-10-30,1,786.66,0
676,2019-02-12,1,506.65,0
677,2022-04-21,3,704.18,0
678,2020-03-11,2,53.35,0
679,2022-02-02,2,418.03,0
680,2021-08-08,3,790.11,0
681,2020-01-17,2,74.38,0
682,2022-03-18,1,725.41,0
683,2020-08-19,2,794.78,0
684,2020-12-24,1,468.59,0
685,2022-08-30,1,250.86,0
686,2022-08-14,1,570.64,0
687,2022-01-24,3,960.72,0
688,2019-02-16,2,219.95,0
689,2021-07-29,3,909.1,0
690,2021-10-11,2,297.56,0
691,2023-04-03,3,16.14,0
692,2020-05-04,2,184.09,0
693,2023-05-06,1,629.79,0
694,2021-02-10,1,444.81,0
695,2022-12-20,1,174.13,0
696,2023-04-10,2,25.91,0
697,2022-09-16,1,629.87,0
698,2019-03-12,1,65.22,0
699,2023-10-23,2,891.27,0
700,2023-05-05,2,859.92,0
701,2019-09-10,2,84.73,0
702,2019-02-07,3,808.22,0
703,2019-02-09,1,383.92,0
704,2023-05-16,2,28.75,0
705,2020-08-19,1,341.88,0
706,2023-08-24,1,803.38,0
707,2019-03-12,3,12.24,0
708,2023-08-30,1,93.21,0
709,2020-08-28,2,793.11,0
710,2020-08-22,2,848.09,0
711,2023-08-12,1,509.79,0
712,2019-11-09,1,981.88,0
713,2023-01-22,1,225.89,0
714,2021-11-28,2,817.88,0
715,2022-01-11,1,625.62,0
716,2022-01-20,2,900.71,0
717,2023-03-29,2,617.35,0
718,2023-09-06,2,719.01,0
719,2019-01-03,1,370.35,0
720,2021-12-04,1,618.48,0
721,2019-05-10,1,239.14,0
722,2019-08-16,1,861.93,0
723,2019-05-26,1,414.91,0
724,2021-06-13,1,197.04,0
725,2023-11-08,1,478.11,0
726,2022-01-17,1,787.1,0
727,2019-10-07,3,961.61,0
728,2021-03-02,1,34.86,0
729,2020-07-13,2,654.64,0
730,2022-04-07,2,709.44,0
731,2019-10-17,1,998.64,0
732,2022-06-06,3,505.89,0
733,2020-09-18,1,191.68,0
734,2023-05-20,2,93.58,0
735,2021-10-19,1,48.03,0
736,2021-07-30,1,367.01,1
737,2020-05-19,2,515.93,0
738,2022-10-16,1,961.35,0
739,2021-09-23,3,155.08,0
740,2021-09-24,3,280.89,0
741,2021-05-20,1,510.29,0
742,2022-06-16,1,415.76,0
743,2021-09-03,1,250.13,0
744,2023-04-30,1,143.4,0
745,2019-06-24,1,43.77,0
746,2020-08-09,1,125.56,0
747,2019-07-16,1,43.18,0
748,2021-03-05,1,956.39,0
749,2023-01-20,2,233.12,0
750,2021-06-12,1,573.72,0
751,2023-03-13,1,947.69,0
752,2019-01-23,1,684.16,0
753,2021-04-02,2,550.66,0
754,2021-10-18,2,360.31,0
755,2022-04-23,1,480.81,0
756,2023-06-23,1,981.66,0
757,2019-02-13,1,206.6,0
758,2022-02-14,2,832.77,0
759,2023-10-12,1,794.44,0
760,2019-09-04,3,770.62,0
761,2023-07-18,3,882.6,0
762,2022-08-05,3,85.23,0
763,2021-01-08,2,921.27,0
764,2022-10-18,1,403.87,0
765,2020-12-10,1,430.97,0
766,2019-01-03,3,888.69,0
767,2022-03-27,2,381.18,0
768,2020-04-05,2,641.66,0
769,2021-11-15,1,470.35,0
770,2021-09-16,1,826.74,0
771,2019-04-17,2,507.96,0
772,2022-03-18,1,164.49,1
773,2021-01-30,2,493.31,0
774,2023-12-10,2,504.48,0
775,2019-12-03,1,333.22,0
776,2019-10-14,1,318.29,0
777,2023-04-20,1,797.07,0
778,2023-04-06,1,534.31,0
779,2020-02-25,1,458.25,0
780,2022-06-30,2,309.86,0
781,2020-03-24,3,817.86,0
782,2022-07-22,2,154.98,0
783,2021-10-09,3,570.31,0
784,2023-03-07,3,746.68,0
785,2021-05-06,2,188.86,0
786,2023-08-23,1,504.39,0
787,2022-07-06,1,886.42,0
788,2023-01-08,2,509.65,0
789,2021-09-02,1,721.98,0
790,2020-10-16,1,417.17,0
791,2021-01-03,1,344.55,0
792,2023-06-27,1,460.84,0
793,2021-11-01,1,272.47,0
794,2020-11-27,2,115.61,0
795,2021-09-17,3,228.42,0
796,2022-05-01,1,382.69,0
797,2022-11-26,3,372.42,0
798,2022-04-10,2,432.41,0
799,2021-01-15,2,95.16,0
800,2021-12-20,1,573.86,0
801,2022-11-14,1,963.97,0
802,2022-06-19,2,277.4,0
803,2020-07-23,2,63.56,0
804,2022-12-11,1,994.44,0
805,2023-09-04,2,541.89,0
806,2022-08-10,1,252.87,0
807,2023-10-24,2,846.52,0
808,2023-11-22,1,401.53,0
809,2021-05-18,2,601.73,0
810,2021-06-10,2,308.92,0
811,2022-02-02,1,959.79,0
812,2019-12-08,1,778.36,0
813,2019-09-10,1,271.92,0
814,2023-12-22,1,515.14,0
815,2022-07-12,1,54.94,0
816,2023-06-16,2,451.04,0
817,2022-03-08,1,939.64,0
818,2020-07-27,2,880.48,0
819,2019-03-28,1,555.84,0
