Product_ID,Category,Brand,Cost,Price
84,Toys,Brand_C,182.12,269.62
85,Electronics,Brand_B,182.12,379.02
86,Electronics,Brand_D,182.12,362.43
87,Electronics,Brand_D,182.12,288.46
88,Electronics,Brand_B,182.12,250.89
89,Grocery,Brand_D,182.12,372.82
90,Home,Brand_B,182.12,393.41
91,Home,Brand_D,182.12,293.27
92,Electronics,Brand_A,182.12,371.21
93,Home,Brand_A,182.12,312.09
94,Home,Brand_A,182.12,387.4
95,Electronics,Brand_C,182.12,265.71
96,Home,Brand_C,182.12,429.31
97,Toys,Brand_A,182.12,286.59
98,Apparel,Brand_C,182.12,305.62
99,Apparel,Brand_D,182.12,232.3
100,Electronics,Brand_B,182.12,244.95
101,Grocery,Brand_B,182.12,340.68
102,Electronics,Brand_B,182.12,281.9
103,Grocery,Brand_A,182.12,416.35
104,Apparel,Brand_C,182.12,222.02
105,Electronics,Brand_D,182.12,308.3
106,Toys,Brand_D,182.12,298.41
107,Home,Brand_A,182.12,223.12
108,Grocery,Brand_D,182.12,247.99
109,Home,Brand_D,182.12,316.48
110,Home,Brand_D,182.12,335.23
111,Electronics,Brand_D,182.12,314.26
112,Home,Brand_C,182.12,344.25
113,Toys,Brand_D,182.12,359.44
114,Home,Brand_B,182.12,220.89
115,Electronics,Brand_A,182.12,328.42
116,Toys,Brand_C,182.12,446.66
117,Apparel,Brand_D,182.12,341.43
118,Home,Brand_C,182.12,378.96
119,Electronics,Brand_D,182.12,292.38
120,Apparel,Brand_B,182.12,401.79
121,Apparel,Brand_A,182.12,401.54
122,Grocery,Brand_D,182.12,341.96
123,Toys,Brand_D,182.12,449.62
124,Home,Brand_D,182.12,248.27
125,Electronics,Brand_D,182.12,222.56
126,Grocery,Brand_A,182.12,400.88
127,Toys,Brand_A,182.12,409.64
128,Grocery,Brand_B,182.12,247.0
129,Toys,Brand_A,182.12,281.42
130,Toys,Brand_D,182.12,222.7
131,Home,Brand_B,182.12,287.99
132,Toys,Brand_B,182.12,401.59
133,Grocery,Brand_B,182.12,341.17
134,Toys,Brand_D,182.12,300.96
135,Home,Brand_C,182.12,306.56
136,Home,Brand_D,182.12,218.86
137,Grocery,Brand_A,182.12,289.52
138,Apparel,Brand_A,182.12,371.6
139,Apparel,Brand_D,182.12,449.19
140,Toys,Brand_D,182.12,419.09
141,Electronics,Brand_B,182.12,224.13
142,Toys,Brand_D,182.12,431.28
143,Grocery,Brand_B,182.12,403.97
144,Grocery,Brand_A,182.12,403.3
145,Grocery,Brand_B,182.12,326.98
146,Grocery,Brand_D,182.12,312.77
147,Grocery,Brand_A,182.12,290.26
148,Home,Brand_C,182.12,234.1
149,Apparel,Brand_B,182.12,272.58
150,Grocery,Brand_A,182.12,276.93
151,Electronics,Brand_B,182.12,333.15
152,Electronics,Brand_A,182.12,395.51
153,Electronics,Brand_A,182.12,330.72
154,Electronics,Brand_B,182.12,232.24
155,Home,Brand_C,182.12,445.31
156,Electronics,Brand_A,182.12,441.74
157,Grocery,Brand_A,182.12,404.44
158,Toys,Brand_A,182.12,453.25
159,Electronics,Brand_C,182.12,347.45
160,Home,Brand_C,182.12,446.49
161,Home,Brand_D,182.12,236.44
162,Electronics,Brand_B,182.12,305.12
163,Toys,Brand_C,182.12,271.9
164,Electronics,Brand_B,182.12,264.91
165,Home,Brand_D,182.12,251.88
166,Apparel,Brand_B,182.12,365.9
167,Grocery,Brand_C,182.12,403.53
168,Home,Brand_B,182.12,355.46
169,Electronics,Brand_C,182.12,253.34
170,Grocery,Brand_B,182.12,410.58
171,Electronics,Brand_C,182.12,369.11
172,Electronics,Brand_C,182.12,310.44
173,Apparel,Brand_B,182.12,378.15
174,Grocery,Brand_D,182.12,280.08
175,Grocery,Brand_A,182.12,300.27
176,Apparel,Brand_D,182.12,435.76
177,Home,Brand_B,182.12,287.32
178,Electronics,Brand_D,182.12,329.82
179,Toys,Brand_C,182.12,429.29
180,Electronics,Brand_A,182.12,386.1
181,Electronics,Brand_B,182.12,233.27
182,Home,Brand_B,182.12,253.42
183,Electronics,Brand_B,182.12,220.4
184,Apparel,Brand_A,182.12,367.92
185,Apparel,Brand_C,182.12,324.53
186,Grocery,Brand_B,182.12,250.33
187,Toys,Brand_D,182.12,445.34
188,Electronics,Brand_B,182.12,343.94
189,Electronics,Brand_B,182.12,275.81
190,Home,Brand_B,182.12,337.06
191,Apparel,Brand_B,182.12,379.45
192,Toys,Brand_C,182.12,236.59
193,Grocery,Brand_D,182.12,283.58
194,Apparel,Brand_C,182.12,409.6
195,Grocery,Brand_D,182.12,327.37
196,Home,Brand_B,182.12,347.95
197,Home,Brand_A,182.12,321.02
198,Electronics,Brand_C,182.12,228.94
199,Toys,Brand_A,182.12,257.79
200,Grocery,Brand_C,182.12,324.03
201,Apparel,Brand_B,182.12,268.07
202,Home,Brand_C,182.12,230.38
203,Electronics,Brand_B,182.12,418.28
204,Electronics,Brand_C,182.12,450.85
205,Grocery,Brand_B,182.12,406.33
206,Home,Brand_B,182.12,420.68
207,Toys,Brand_D,182.12,275.83
208,Home,Brand_B,182.12,445.98
209,Grocery,Brand_D,182.12,265.17
210,Grocery,Brand_B,182.12,443.8
211,Home,Brand_A,182.12,454.07
212,Grocery,Brand_B,182.12,387.05
213,Home,Brand_A,182.12,450.84
214,Apparel,Brand_A,182.12,353.39
215,Home,Brand_B,182.12,279.99
216,Home,Brand_A,182.12,322.01
217,Grocery,Brand_D,182.12,359.07
218,Grocery,Brand_C,182.12,235.85
219,Electronics,Brand_B,182.12,365.89
220,Electronics,Brand_A,182.12,450.84
221,Apparel,Brand_B,182.12,263.55
222,Electronics,Brand_D,182.12,406.2
223,Home,Brand_B,182.12,433.49
224,Grocery,Brand_B,182.12,441.97
225,Electronics,Brand_A,182.12,445.86
226,Electronics,Brand_D,182.12,342.0
227,Apparel,Brand_C,182.12,449.93
228,Apparel,Brand_C,182.12,397.84
229,Home,Brand_A,182.12,256.82
230,Grocery,Brand_B,182.12,331.45
231,Apparel,Brand_A,182.12,388.61
232,Electronics,Brand_A,182.12,277.1
233,Grocery,Brand_A,182.12,370.21
234,Grocery,Brand_B,182.12,376.37
235,Electronics,Brand_D,182.12,257.06
236,Apparel,Brand_A,182.12,352.33
237,Electronics,Brand_B,182.12,401.23
238,Grocery,Brand_D,182.12,336.66
239,Toys,Brand_A,182.12,221.41
240,Toys,Brand_C,182.12,220.68
241,Home,Brand_D,182.12,303.07
242,Electronics,Brand_A,182.12,437.83
243,Electronics,Brand_D,182.12,272.68
244,Home,Brand_D,182.12,368.73
245,Home,Brand_D,182.12,271.12
246,Home,Brand_D,182.12,294.7
247,Grocery,Brand_D,182.12,419.32
248,Electronics,Brand_D,182.12,391.11
249,Grocery,Brand_A,182.12,241.13
250,Home,Brand_C,182.12,320.04
251,Electronics,Brand_B,182.12,225.45
252,Grocery,Brand_D,182.12,332.4
253,Grocery,Brand_B,182.12,375.38
254,Home,Brand_A,182.12,246.6
255,Electronics,Brand_D,182.12,286.94
256,Home,Brand_C,182.12,312.73
257,Electronics,Brand_B,182.12,436.25
258,Toys,Brand_D,182.12,453.7
259,Apparel,Brand_A,182.12,229.18
260,Apparel,Brand_C,182.12,398.72
261,Apparel,Brand_B,182.12,306.55
262,Home,Brand_B,182.12,311.46
263,Toys,Brand_D,182.12,397.12
264,Electronics,Brand_C,182.12,435.99
265,Grocery,Brand_C,182.12,443.68
266,Electronics,Brand_C,182.12,355.18
267,Grocery,Brand_C,182.12,303.09
268,Electronics,Brand_A,182.12,405.0
269,Toys,Brand_C,182.12,277.97
270,Grocery,Brand_B,182.12,352.09
271,Home,Brand_B,182.12,303.44
272,Electronics,Brand_A,182.12,374.01
273,Electronics,Brand_B,182.12,275.46
274,Grocery,Brand_B,182.12,263.9
275,Home,Brand_C,182.12,435.94
276,Home,Brand_B,182.12,242.65
277,Toys,Brand_A,182.12,338.33
278,Home,Brand_C,182.12,270.83
279,Home,Brand_D,182.12,227.76
280,Home,Brand_C,182.12,227.07
281,Apparel,Brand_A,182.12,260.03
282,Toys,Brand_C,182.12,423.76
283,Electronics,Brand_C,182.12,285.42
284,Grocery,Brand_A,182.12,443.57
285,Electronics,Brand_C,182.12,356.25
286,Toys,Brand_A,182.12,321.92
287,Grocery,Brand_A,182.12,355.88
288,Toys,Brand_D,182.12,340.88
289,Home,Brand_B,182.12,398.19
290,Grocery,Brand_B,182.12,285.43
291,Home,Brand_C,182.12,302.13
292,Electronics,Brand_C,182.12,430.23
293,Electronics,Brand_D,182.12,442.62
294,Grocery,Brand_D,182.12,429.86
295,Grocery,Brand_D,182.12,317.85
296,Toys,Brand_A,182.12,403.3
297,Toys,Brand_D,182.12,331.32
298,Home,Brand_D,182.12,336.34
299,Grocery,Brand_C,182.12,267.0
300,Electronics,Brand_D,182.12,358.5
301,Toys,Brand_A,182.12,262.61
302,Toys,Brand_A,182.12,297.04
303,Electronics,Brand_C,182.12,420.98
304,Toys,Brand_D,182.12,267.57
305,Home,Brand_D,182.12,235.39
306,Grocery,Brand_A,182.12,234.88
307,Electronics,Brand_D,182.12,441.28
308,Grocery,Brand_D,182.12,338.56
309,Toys,Brand_D,182.12,315.47
310,Toys,Brand_B,182.12,410.52
311,Electronics,Brand_C,182.12,416.43
312,Home,Brand_B,182.12,297.19
313,Apparel,Brand_C,182.12,382.76
314,Electronics,Brand_A,182.12,401.11
315,Apparel,Brand_D,182.12,373.54
316,Apparel,Brand_C,182.12,254.44
317,Home,Brand_B,182.12,425.91
318,Apparel,Brand_D,182.12,346.18
319,Apparel,Brand_A,182.12,285.42
320,Home,Brand_C,182.12,319.22
321,Apparel,Brand_C,182.12,227.44
322,Apparel,Brand_C,182.12,248.82
323,Apparel,Brand_D,182.12,399.79
324,Electronics,Brand_B,182.12,218.55
325,Electronics,Brand_B,182.12,317.17
326,Electronics,Brand_C,182.12,342.25
327,Home,Brand_A,182.12,231.48
328,Toys,Brand_A,182.12,448.93
329,Apparel,Brand_B,182.12,272.08
330,Apparel,Brand_A,182.12,290.56
331,Home,Brand_B,182.12,290.5
332,Apparel,Brand_C,182.12,273.1
333,Electronics,Brand_B,182.12,218.89
334,Toys,Brand_B,182.12,391.22
335,Grocery,Brand_C,182.12,447.45
336,Apparel,Brand_A,182.12,271.65
337,Electronics,Brand_B,182.12,375.52
338,Grocery,Brand_B,182.12,394.19
339,Toys,Brand_C,182.12,419.41
340,Grocery,Brand_A,182.12,318.6
341,Electronics,Brand_B,182.12,290.26
342,Grocery,Brand_C,182.12,295.56
343,Home,Brand_B,182.12,387.26
344,Grocery,Brand_D,182.12,411.92
345,Apparel,Brand_C,182.12,261.54
346,Apparel,Brand_A,182.12,306.37
347,Home,Brand_A,182.12,432.08
348,Electronics,Brand_A,182.12,409.53
349,Apparel,Brand_A,182.12,451.72
350,Toys,Brand_B,182.12,397.12
351,Apparel,Brand_B,182.12,311.64
352,Apparel,Brand_A,182.12,358.38
353,Electronics,Brand_A,182.12,375.04
354,Grocery,Brand_A,182.12,237.12
355,Apparel,Brand_B,182.12,347.46
356,Home,Brand_A,182.12,386.48
357,Grocery,Brand_A,182.12,258.16
358,Toys,Brand_D,182.12,403.36
359,Electronics,Brand_D,182.12,356.76
360,Toys,Brand_A,182.12,443.99
361,Grocery,Brand_C,182.12,228.59
362,Grocery,Brand_A,182.12,281.36
363,Grocery,Brand_D,182.12,360.97
364,Toys,Brand_C,182.12,288.76
365,Grocery,Brand_C,182.12,387.69
366,Toys,Brand_A,182.12,398.24
367,Grocery,Brand_D,182.12,242.82
368,Home,Brand_D,182.12,340.2
369,Grocery,Brand_C,182.12,339.03
370,Toys,Brand_A,182.12,305.97
371,Apparel,Brand_B,182.12,439.42
372,Grocery,Brand_B,182.12,414.46
373,Apparel,Brand_D,182.12,383.61
374,Home,Brand_B,182.12,387.67
375,Electronics,Brand_D,182.12,327.86
376,Home,Brand_D,182.12,436.59
377,Grocery,Brand_D,182.12,382.99
378,Apparel,Brand_B,182.12,391.13
379,Apparel,Brand_D,182.12,422.55
380,Toys,Brand_C,182.12,283.43
381,Apparel,Brand_A,182.12,409.62
382,Toys,Brand_A,182.12,264.77
383,Electronics,Brand_D,182.12,300.31
384,Grocery,Brand_A,182.12,298.0
385,Toys,Brand_B,182.12,450.22
386,Electronics,Brand_B,182.12,421.33
387,Apparel,Brand_A,182.12,384.55
388,Apparel,Brand_B,182.12,390.68
389,Electronics,Brand_A,182.12,351.62
390,Apparel,Brand_A,182.12,442.77
391,Electronics,Brand_A,182.12,336.04
392,Toys,Brand_D,182.12,308.63
393,Toys,Brand_A,182.12,257.14
394,Electronics,Brand_D,182.12,404.68
395,Toys,Brand_A,182.12,392.43
396,Toys,Brand_A,182.12,309.54
397,Toys,Brand_A,182.12,224.51
398,Home,Brand_B,182.12,417.18
399,Grocery,Brand_D,182.12,221.25
400,Apparel,Brand_D,182.12,385.15
401,Home,Brand_A,182.12,448.26
402,Toys,Brand_A,182.12,322.16
403,Electronics,Brand_B,182.12,274.18
404,Toys,Brand_B,182.12,385.43
405,Grocery,Brand_B,182.12,412.0
406,Toys,Brand_D,182.12,347.91
407,Electronics,Brand_D,182.12,447.5
408,Grocery,Brand_D,182.12,230.78
409,Toys,Brand_A,182.12,338.06
410,Grocery,Brand_D,182.12,388.64
411,Apparel,Brand_C,182.12,422.78
412,Apparel,Brand_C,182.12,260.98
413,Toys,Brand_B,182.12,407.95
414,Grocery,Brand_D,182.12,349.4
415,Electronics,Brand_C,182.12,312.43
416,Toys,Brand_B,182.12,249.73
417,Apparel,Brand_D,182.12,423.41
418,Apparel,Brand_A,182.12,255.78
419,Toys,Brand_C,182.12,291.89
420,Grocery,Brand_A,182.12,287.21
421,Apparel,Brand_D,182.12,424.86
422,Grocery,Brand_C,182.12,377.81
423,Apparel,Brand_D,182.12,407.16
424,Apparel,Brand_A,182.12,277.84
425,Home,Brand_C,182.12,366.49
426,Apparel,Brand_A,182.12,353.91
427,Electronics,Brand_D,182.12,415.72
428,Toys,Brand_D,182.12,433.07
429,Toys,Brand_A,182.12,221.42
430,Grocery,Brand_C,182.12,378.12
431,Apparel,Brand_A,182.12,230.82
432,Electronics,Brand_D,182.12,348.49
433,Grocery,Brand_A,182.12,286.64
434,Home,Brand_D,182.12,291.18
435,Grocery,Brand_A,182.12,302.11
436,Grocery,Brand_C,182.12,365.64
437,Apparel,Brand_C,182.12,297.63
438,Home,Brand_A,182.12,392.01
439,Grocery,Brand_A,182.12,314.32
440,Electronics,Brand_C,182.12,234.73
441,Electronics,Brand_D,182.12,404.1
442,Toys,Brand_C,182.12,286.2
443,Home,Brand_D,182.12,321.0
444,Home,Brand_A,182.12,380.83
445,Toys,Brand_A,182.12,297.25
446,Grocery,Brand_D,182.12,231.94
447,Home,Brand_A,182.12,307.07
448,Electronics,Brand_D,182.12,442.15
449,Electronics,Brand_B,182.12,370.48
450,Apparel,Brand_C,182.12,377.52
451,Home,Brand_B,182.12,368.24
452,Grocery,Brand_D,182.12,265.66
453,Toys,Brand_C,182.12,317.59
454,Toys,Brand_D,182.12,396.33
455,Grocery,Brand_C,182.12,242.54
456,Apparel,Brand_C,182.12,284.33
457,Toys,Brand_C,182.12,283.96
458,Home,Brand_C,182.12,320.83
459,Apparel,Brand_D,182.12,450.65
460,Home,Brand_C,182.12,234.53
461,Electronics,Brand_C,182.12,341.35
462,Apparel,Brand_B,182.12,261.01
463,Toys,Brand_A,182.12,448.36
464,Apparel,Brand_A,182.12,245.37
465,Apparel,Brand_B,182.12,314.1
466,Apparel,Brand_B,182.12,393.24
467,Apparel,Brand_D,182.12,385.35
468,Home,Brand_D,182.12,318.63
469,Electronics,Brand_D,182.12,300.59
470,Grocery,Brand_B,182.12,312.68
471,Apparel,Brand_B,182.12,281.11
472,Toys,Brand_C,182.12,267.16
473,Apparel,Brand_D,182.12,332.91
474,Toys,Brand_D,182.12,282.12
475,Home,Brand_D,182.12,286.6
476,Toys,Brand_A,182.12,374.03
477,Grocery,Brand_C,182.12,447.85
478,Electronics,Brand_D,182.12,361.46
479,Toys,Brand_D,182.12,236.77
480,Toys,Brand_D,182.12,236.44
481,Electronics,Brand_A,182.12,443.8
482,Grocery,Brand_A,182.12,288.93
483,Apparel,Brand_B,182.12,240.34
484,Toys,Brand_C,182.12,360.37
485,Electronics,Brand_B,182.12,366.2
486,Home,Brand_C,182.12,372.08
487,Electronics,Brand_A,182.12,281.85
488,Home,Brand_D,182.12,222.12
489,Grocery,Brand_B,182.12,447.02
490,Apparel,Brand_D,182.12,277.94
491,Electronics,Brand_B,182.12,378.6
492,Toys,Brand_A,182.12,385.84
493,Grocery,Brand_A,182.12,362.97
494,Electronics,Brand_A,182.12,292.63
495,Toys,Brand_B,182.12,282.73
496,Electronics,Brand_C,182.12,360.05
497,Home,Brand_B,182.12,423.6
498,Electronics,Brand_C,182.12,442.69
499,Electronics,Brand_B,182.12,243.62
500,Electronics,Brand_B,182.12,255.2
501,Grocery,Brand_A,182.12,442.22
502,Electronics,Brand_D,182.12,392.92
503,Toys,Brand_D,182.12,427.6
504,Home,Brand_C,182.12,266.52
505,Home,Brand_D,182.12,357.66
506,Electronics,Brand_B,182.12,384.54
507,Grocery,Brand_B,182.12,379.56
508,Grocery,Brand_A,182.12,315.18
509,Toys,Brand_A,182.12,222.19
510,Electronics,Brand_D,182.12,356.56
511,Home,Brand_C,182.12,278.47
512,Grocery,Brand_D,182.12,325.14
513,Electronics,Brand_D,182.12,445.26
514,Grocery,Brand_D,182.12,313.02
515,Grocery,Brand_D,182.12,417.37
516,Home,Brand_B,182.12,263.18
517,Apparel,Brand_C,182.12,377.75
518,Toys,Brand_B,182.12,449.86
519,Toys,Brand_C,182.12,242.67
520,Home,Brand_A,182.12,220.51
521,Grocery,Brand_D,182.12,321.2
522,Electronics,Brand_B,182.12,240.47
523,Grocery,Brand_C,182.12,395.73
524,Home,Brand_A,182.12,435.07
525,Toys,Brand_A,182.12,321.3
526,Grocery,Brand_D,182.12,279.8
527,Toys,Brand_C,182.12,321.39
528,Electronics,Brand_B,182.12,389.82
529,Toys,Brand_D,182.12,220.69
530,Toys,Brand_B,182.12,358.1
531,Apparel,Brand_A,182.12,363.74
532,Apparel,Brand_B,182.12,369.52
533,Apparel,Brand_B,182.12,275.84
534,Toys,Brand_D,182.12,387.6
535,Home,Brand_B,182.12,240.18
536,Toys,Brand_D,182.12,265.72
537,Home,Brand_A,182.12,426.29
538,Home,Brand_D,182.12,393.44
539,Apparel,Brand_D,182.12,221.8
540,Grocery,Brand_C,182.12,277.35
541,Electronics,Brand_B,182.12,269.31
542,Apparel,Brand_A,182.12,282.66
543,Apparel,Brand_D,182.12,277.16
544,Grocery,Brand_A,182.12,233.35
545,Electronics,Brand_C,182.12,327.2
546,Toys,Brand_B,182.12,392.02
547,Toys,Brand_D,182.12,362.19
548,Apparel,Brand_B,182.12,377.85
549,Electronics,Brand_C,182.12,237.76
550,Apparel,Brand_C,182.12,443.82
551,Home,Brand_A,182.12,417.06
552,Apparel,Brand_D,182.12,409.15
553,Apparel,Brand_A,182.12,413.39
554,Toys,Brand_C,182.12,439.37
555,Toys,Brand_B,182.12,347.4
556,Toys,Brand_A,182.12,265.96
557,Home,Brand_A,182.12,364.57
558,Toys,Brand_B,182.12,394.43
559,Electronics,Brand_A,182.12,393.25
560,Grocery,Brand_B,182.12,342.0
561,Electronics,Brand_D,182.12,234.75
562,Electronics,Brand_B,182.12,306.41
563,Toys,Brand_D,182.12,436.54
564,Grocery,Brand_B,182.12,356.92
565,Grocery,Brand_C,182.12,346.0
566,Grocery,Brand_C,182.12,282.2
567,Home,Brand_D,182.12,305.78
568,Toys,Brand_D,182.12,430.52
569,Grocery,Brand_C,182.12,376.33
570,Home,Brand_D,182.12,404.96
571,Apparel,Brand_B,182.12,326.11
572,Apparel,Brand_B,182.12,367.76
573,Home,Brand_C,182.12,277.35
574,Home,Brand_A,182.12,385.57
575,Toys,Brand_B,182.12,319.78
576,Toys,Brand_D,182.12,323.32
577,Apparel,Brand_A,182.12,372.27
578,Grocery,Brand_A,182.12,440.21
579,Apparel,Brand_B,182.12,233.7
580,Grocery,Brand_B,182.12,413.81
581,Grocery,Brand_A,182.12,287.77
582,Toys,Brand_A,182.12,323.64
583,Electronics,Brand_C,182.12,223.73
584,Electronics,Brand_D,182.12,289.82
585,Home,Brand_C,182.12,337.54
586,Toys,Brand_B,182.12,231.84
587,Grocery,Brand_C,182.12,334.81
588,Electronics,Brand_C,182.12,438.04
589,Grocery,Brand_C,182.12,243.5
590,Electronics,Brand_C,182.12,399.53
591,Electronics,Brand_D,182.12,315.54
592,Electronics,Brand_D,182.12,373.66
593,Toys,Brand_A,182.12,280.16
594,Apparel,Brand_B,182.12,256.3
595,Grocery,Brand_C,182.12,256.53
596,Toys,Brand_A,182.12,235.23
597,Toys,Brand_A,182.12,262.5
598,Toys,Brand_A,182.12,375.8
599,Toys,Brand_D,182.12,427.29
600,Toys,Brand_C,182.12,411.29
601,Home,Brand_C,182.12,380.75
602,Grocery,Brand_B,182.12,244.69
603,Toys,Brand_C,182.12,287.01
604,Grocery,Brand_C,182.12,291.89
605,Home,Brand_A,182.12,277.72
606,Home,Brand_B,182.12,340.47
607,Grocery,Brand_C,182.12,345.34
608,Electronics,Brand_D,182.12,303.04
609,Apparel,Brand_C,182.12,302.31
610,Electronics,Brand_A,182.12,414.71
611,Electronics,Brand_D,182.12,405.41
612,Electronics,Brand_A,182.12,291.42
613,Toys,Brand_C,182.12,434.89
614,Home,Brand_D,182.12,444.13
615,Electronics,Brand_B,182.12,295.9
616,Home,Brand_B,182.12,302.46
617,Grocery,Brand_D,182.12,338.26
618,Apparel,Brand_D,182.12,441.36
619,Grocery,Brand_A,182.12,426.02
620,Grocery,Brand_D,182.12,242.83
621,Toys,Brand_A,182.12,311.53
622,Apparel,Brand_C,182.12,349.56
623,Grocery,Brand_A,182.12,337.66
624,Grocery,Brand_D,182.12,264.44
625,Apparel,Brand_D,182.12,421.87
626,Apparel,Brand_C,182.12,378.81
627,Grocery,Brand_D,182.12,416.92
628,Apparel,Brand_D,182.12,421.86
629,Grocery,Brand_B,182.12,395.72
630,Grocery,Brand_B,182.12,322.53
631,Toys,Brand_C,182.12,363.09
632,Electronics,Brand_A,182.12,256.51
633,Grocery,Brand_B,182.12,378.03
634,Home,Brand_A,182.12,260.98
635,Electronics,Brand_D,182.12,382.84
636,Electronics,Brand_B,182.12,272.9
637,Electronics,Brand_C,182.12,246.37
638,Toys,Brand_C,182.12,257.68
639,Grocery,Brand_C,182.12,219.02
640,Toys,Brand_B,182.12,388.71
641,Grocery,Brand_A,182.12,391.94
642,Toys,Brand_D,182.12,340.46
643,Toys,Brand_A,182.12,256.75
644,Home,Brand_A,182.12,238.33
645,Toys,Brand_D,182.12,223.07
646,Apparel,Brand_D,182.12,257.79
647,Home,Brand_B,182.12,429.46
648,Toys,Brand_B,182.12,275.73
649,Electronics,Brand_B,182.12,302.42
650,Apparel,Brand_B,182.12,243.49
651,Apparel,Brand_B,182.12,271.19
652,Apparel,Brand_D,182.12,341.47
653,Home,Brand_A,182.12,362.43
654,Toys,Brand_B,182.12,276.63
655,Toys,Brand_B,182.12,232.21
656,Electronics,Brand_A,182.12,311.12
657,Electronics,Brand_B,182.12,273.99
658,Apparel,Brand_A,182.12,270.52
659,Electronics,Brand_A,182.12,445.8
660,Home,Brand_D,182.12,364.46
661,Toys,Brand_C,182.12,350.39
662,Apparel,Brand_D,182.12,316.98
663,Electronics,Brand_C,182.12,320.1
664,Home,Brand_C,182.12,346.61
665,Home,Brand_C,182.12,383.43
666,Electronics,Brand_B,182.12,384.78
667,Toys,Brand_D,182.12,259.19
668,Electronics,Brand_C,182.12,336.95
669,Apparel,Brand_A,182.12,316.08
670,Electronics,Brand_B,182.12,424.65
671,Home,Brand_D,182.12,368.04
672,Electronics,Brand_C,182.12,344.62
673,Toys,Brand_A,182.12,245.86
674,Grocery,Brand_D,182.12,361.93
675,Electronics,Brand_D,182.12,246.29
676,Toys,Brand_B,182.12,298.38
677,Toys,Brand_D,182.12,252.36
678,Home,Brand_B,182.12,382.4
679,Toys,Brand_C,182.12,267.38
680,Toys,Brand_B,182.12,311.32
681,Toys,Brand_A,182.12,430.6
682,Toys,Brand_B,182.12,266.92
683,Apparel,Brand_A,182.12,338.77
