Customer_ID,Segment,Region
415,Regular,North
416,Occasional,West
417,New,West
418,Regular,North
419,VIP,East
420,Occasional,West
421,VIP,North
422,Regular,West
423,Regular,North
424,VIP,West
425,Occasional,West
426,Regular,South
427,New,North
428,Regular,North
429,Occasional,North
430,Regular,North
431,VIP,West
432,Regular,South
433,Regular,South
434,Occasional,East
435,VIP,North
436,Occasional,East
437,Regular,West
438,New,East
439,Regular,North
440,Occasional,South
441,New,South
442,Occasional,North
443,Occasional,West
444,VIP,North
445,New,West
446,Regular,South
447,Occasional,West
448,Regular,North
449,VIP,North
450,VIP,North
451,New,West
452,VIP,West
453,VIP,West
454,Regular,South
455,VIP,East
456,VIP,East
457,Occasional,North
458,VIP,South
459,Occasional,West
460,VIP,North
461,VIP,South
462,New,North
463,New,South
464,Occasional,South
465,VIP,East
466,Regular,North
467,New,West
468,Regular,East
469,New,East
470,New,West
471,VIP,South
472,New,West
473,Regular,North
474,New,West
475,Occasional,South
476,VIP,West
477,VIP,South
478,Occasional,South
479,Occasional,North
480,Occasional,West
481,New,West
482,VIP,North
483,Occasional,South
484,New,West
485,Occasional,North
486,Regular,South
487,Regular,North
488,VIP,West
489,New,North
490,Regular,East
491,Regular,South
492,New,East
493,Occasional,East
494,New,South
495,Occasional,South
496,Regular,North
497,Regular,South
498,Regular,East
499,VIP,East
500,VIP,West
501,VIP,South
502,New,East
503,Regular,West
504,Regular,West
505,New,North
506,VIP,East
507,New,North
508,VIP,East
509,Regular,North
510,Occasional,North
511,VIP,South
512,Regular,North
513,Regular,South
514,Occasional,West
515,Regular,East
516,Regular,West
517,VIP,East
518,VIP,West
519,Occasional,East
520,Occasional,North
521,Regular,East
522,VIP,East
523,Occasional,West
524,Occasional,West
525,New,West
526,Occasional,South
527,Regular,South
528,VIP,East
529,Occasional,East
530,New,North
531,VIP,North
532,Occasional,East
533,New,South
534,Occasional,East
535,VIP,North
536,VIP,South
537,VIP,South
538,Regular,North
539,Occasional,East
540,Regular,West
541,VIP,East
542,New,East
543,Occasional,North
544,Regular,South
545,Occasional,North
546,New,East
547,Regular,West
548,VIP,West
549,Regular,West
550,Occasional,North
551,Occasional,South
552,Occasional,North
553,Occasional,West
554,VIP,East
555,Regular,South
556,VIP,North
557,VIP,North
558,VIP,South
559,Occasional,South
560,Occasional,East
561,Occasional,South
562,Regular,East
563,New,West
564,Occasional,West
565,Regular,North
566,Occasional,West
567,Occasional,West
568,VIP,East
569,VIP,North
570,VIP,South
571,Regular,North
572,New,West
573,New,South
574,Regular,North
575,Occasional,North
576,Regular,North
577,Occasional,North
578,Regular,East
579,Regular,North
580,Regular,West
581,New,West
582,VIP,East
583,Regular,South
584,New,South
585,VIP,West
586,VIP,West
587,Regular,East
588,Occasional,South
589,Occasional,South
590,Occasional,North
591,Regular,North
592,Occasional,North
593,New,East
594,New,West
595,New,East
596,New,South
597,VIP,West
598,New,North
599,Occasional,East
600,Regular,East
601,Occasional,North
602,New,East
603,VIP,North
604,New,South
605,Regular,West
606,Occasional,South
607,Regular,South
608,Regular,North
609,Regular,East
610,Occasional,South
611,New,South
612,Regular,South
613,Occasional,East
614,VIP,East
615,Occasional,North
616,VIP,South
617,Occasional,West
618,New,East
619,Regular,North
620,New,South
621,Occasional,West
622,Regular,East
623,VIP,West
624,Occasional,East
625,Regular,North
626,VIP,West
627,VIP,South
628,New,South
629,Occasional,East
630,VIP,South
631,Regular,West
632,VIP,North
633,VIP,East
634,New,West
635,New,East
636,Regular,North
637,New,East
638,VIP,South
639,VIP,South
640,New,East
641,VIP,North
642,VIP,North
643,Regular,South
644,New,North
645,VIP,East
646,New,West
647,Regular,East
648,New,South
649,VIP,South
650,New,South
651,VIP,North
652,VIP,East
653,VIP,West
654,Regular,East
655,New,West
656,Regular,East
657,New,South
658,Regular,West
659,Occasional,East
660,VIP,North
661,VIP,North
662,Regular,East
663,Occasional,South
664,VIP,West
665,New,East
666,Regular,North
667,VIP,West
668,VIP,North
669,Regular,North
670,Regular,East
671,New,North
672,New,West
673,VIP,South
674,VIP,East
675,Regular,West
676,VIP,East
677,VIP,North
678,Regular,North
679,VIP,West
680,VIP,West
681,Occasional,South
682,New,West
683,Regular,West
684,Occasional,East
685,New,North
686,New,West
687,New,South
688,Occasional,West
689,Occasional,North
690,New,West
691,VIP,East
692,VIP,North
693,Occasional,West
694,Occasional,East
695,Occasional,North
696,New,West
697,VIP,East
698,Occasional,South
699,Occasional,East
700,Regular,South
701,New,West
702,Regular,East
703,VIP,South
704,Regular,North
705,Regular,East
706,Regular,West
707,New,North
708,VIP,South
709,Regular,East
710,New,East
711,VIP,West
712,Occasional,North
713,Regular,East
714,VIP,East
715,Regular,North
716,Occasional,East
717,VIP,North
718,New,North
719,VIP,North
720,New,West
721,VIP,North
722,New,North
723,Occasional,South
724,Occasional,South
725,Occasional,West
726,VIP,North
727,Occasional,South
728,Regular,South
729,Occasional,East
730,New,North
731,New,South
732,New,West
733,VIP,East
734,Regular,East
735,Occasional,North
736,Regular,North
737,Regular,East
738,New,West
739,New,North
740,New,North
741,VIP,East
742,Regular,East
743,Regular,North
744,VIP,South
745,VIP,North
746,VIP,South
747,Regular,East
748,Regular,South
749,New,West
750,New,East
751,Regular,North
752,New,North
753,VIP,East
754,Occasional,East
755,New,West
756,Regular,East
757,New,North
758,New,West
759,New,North
760,Occasional,South
761,VIP,East
762,Regular,South
763,Occasional,North
764,Regular,South
765,Regular,South
766,Regular,North
767,Occasional,North
768,VIP,East
769,Regular,South
770,VIP,West
771,VIP,West
772,New,North
773,Occasional,North
774,Occasional,South
775,New,North
776,New,West
777,VIP,East
778,Regular,East
779,Occasional,South
780,Regular,East
781,Regular,North
782,New,North
783,Regular,North
784,VIP,North
785,New,South
786,Regular,East
787,New,West
788,VIP,East
789,VIP,North
790,Regular,West
791,New,South
792,Regular,North
793,Regular,North
794,New,West
795,Regular,South
796,VIP,West
797,New,South
798,New,North
799,New,East
800,New,North
801,Regular,East
802,Regular,East
803,VIP,South
804,Occasional,West
805,Occasional,South
806,VIP,North
807,Occasional,West
808,VIP,East
809,Regular,East
810,New,North
811,New,West
812,Regular,North
813,New,North
814,New,South
815,Occasional,North
816,Regular,West
817,Occasional,North
818,Occasional,West
819,New,East
820,New,North
821,Regular,West
822,New,East
823,New,West
824,Regular,East
825,New,South
826,Occasional,North
827,Regular,North
828,New,East
829,VIP,South
830,Regular,West
831,Regular,South
832,VIP,West
833,New,West
834,New,North
835,Regular,East
836,Regular,North
837,New,North
838,New,North
839,Occasional,West
840,Regular,North
841,Regular,West
842,VIP,East
843,Occasional,West
844,New,West
845,Occasional,South
846,New,North
847,New,North
848,Occasional,North
849,Regular,North
850,New,South
851,Occasional,South
852,VIP,South
853,Occasional,South
854,VIP,North
855,New,West
856,Occasional,East
857,Occasional,South
858,VIP,West
859,Occasional,South
860,Occasional,North
861,New,North
862,Occasional,West
863,Regular,West
864,VIP,West
865,Occasional,North
866,VIP,North
867,VIP,East
868,VIP,West
869,Occasional,East
870,Occasional,South
871,VIP,East
872,Regular,South
873,VIP,South
874,Regular,East
875,VIP,West
876,New,South
877,VIP,West
878,VIP,North
879,Occasional,South
880,Regular,North
881,New,East
882,Regular,West
883,New,East
884,VIP,South
885,Occasional,North
886,Occasional,South
887,Regular,East
888,Occasional,West
889,Regular,West
890,Regular,South
891,New,South
892,Regular,North
893,New,East
894,Occasional,South
895,Regular,North
896,Regular,South
897,VIP,West
898,Regular,North
899,Regular,North
900,VIP,South
901,VIP,East
902,Occasional,West
903,Regular,East
904,Occasional,North
905,Occasional,East
906,VIP,North
907,New,East
908,Occasional,South
909,New,East
910,Regular,North
911,VIP,West
912,Regular,West
913,Regular,West
914,VIP,North
915,Regular,East
916,VIP,West
917,New,West
918,Regular,West
919,VIP,South
920,Occasional,North
921,Regular,North
922,New,North
923,VIP,North
924,Regular,North
925,Regular,South
926,Regular,East
927,New,South
928,VIP,West
929,Occasional,South
930,Occasional,North
931,Occasional,South
932,VIP,North
933,Occasional,South
934,New,North
935,VIP,West
936,Regular,North
937,New,South
938,Regular,West
939,Occasional,South
940,New,West
941,VIP,East
942,New,East
943,Regular,East
944,VIP,South
945,New,South
946,New,West
947,New,West
948,New,West
949,VIP,West
950,Regular,North
951,New,East
952,VIP,North
953,Regular,North
954,New,North
955,Regular,North
956,Regular,East
957,VIP,North
958,Regular,West
959,VIP,South
960,New,West
961,Regular,South
962,Regular,West
963,Occasional,West
964,New,South
965,New,East
966,Occasional,North
967,Occasional,West
968,VIP,East
969,VIP,North
970,Regular,East
971,Regular,East
972,Regular,North
973,Regular,West
974,VIP,East
975,New,West
976,Regular,West
977,New,West
978,Regular,North
979,Occasional,South
980,Regular,West
981,Regular,South
982,Regular,South
983,VIP,East
984,Occasional,West
985,Regular,West
986,Regular,West
987,New,South
988,Occasional,North
989,Regular,South
990,New,West
991,New,West
992,VIP,West
993,New,South
994,Regular,West
995,VIP,East
996,VIP,West
997,Regular,North
998,Occasional,East
999,New,West
1000,VIP,East
1001,Occasional,West
1002,Regular,North
1003,New,West
1004,New,East
1005,VIP,North
1006,New,South
1007,New,North
1008,New,North
1009,New,North
1010,Regular,East
1011,Occasional,North
1012,Regular,West
1013,Regular,North
1014,VIP,North
1015,New,West
1016,Regular,West
1017,New,South
1018,Regular,North
1019,Regular,East
1020,VIP,North
1021,Occasional,North
1022,Occasional,West
1023,Regular,South
1024,VIP,North
1025,New,East
1026,New,North
1027,Regular,East
1028,Occasional,West
1029,VIP,South
1030,Occasional,North
1031,New,South
1032,Occasional,North
1033,New,East
1034,VIP,South
1035,VIP,North
1036,Regular,West
1037,Regular,East
1038,Occasional,South
1039,VIP,North
1040,VIP,South
1041,Regular,North
1042,New,East
1043,Occasional,West
1044,Occasional,East
1045,Regular,South
1046,VIP,South
1047,Regular,North
1048,Regular,East
1049,Regular,North
1050,Regular,East
1051,New,South
1052,New,North
1053,VIP,North
1054,Regular,East
1055,New,West
1056,VIP,East
1057,Regular,West
1058,Occasional,East
1059,New,South
1060,VIP,North
1061,Occasional,East
1062,Regular,South
1063,Regular,East
1064,Regular,North
1065,New,East
1066,VIP,West
1067,Occasional,North
1068,VIP,West
1069,New,South
1070,VIP,South
1071,New,East
1072,Regular,West
1073,Occasional,West
1074,Regular,North
1075,VIP,West
1076,Regular,West
1077,Occasional,North
1078,Regular,North
1079,Occasional,West
1080,Occasional,East
1081,Regular,North
1082,New,North
1083,VIP,West
1084,New,West
1085,New,North
1086,Regular,West
1087,VIP,North
1088,VIP,East
1089,New,East
1090,Regular,North
1091,VIP,North
1092,New,South
1093,VIP,South
1094,Regular,West
1095,Regular,West
1096,Regular,North
1097,VIP,North
1098,Occasional,South
1099,VIP,South
1100,Occasional,North
1101,Regular,East
1102,New,East
1103,Occasional,West
1104,Regular,North
1105,Regular,North
1106,Occasional,West
1107,New,South
1108,Regular,South
1109,Occasional,East
1110,New,North
1111,New,South
1112,Regular,East
1113,VIP,East
1114,VIP,East
1115,Regular,South
1116,New,South
1117,Regular,North
1118,Occasional,North
1119,VIP,East
1120,Occasional,East
1121,Regular,South
1122,Regular,South
1123,New,North
1124,New,North
1125,New,West
1126,Occasional,North
1127,New,South
1128,Regular,East
1129,New,West
1130,VIP,North
1131,New,North
1132,Occasional,South
1133,VIP,West
1134,VIP,North
1135,VIP,East
1136,Occasional,South
1137,Regular,West
1138,New,North
1139,VIP,North
1140,VIP,West
1141,VIP,South
1142,Regular,West
1143,Regular,West
1144,Occasional,South
1145,Regular,North
1146,New,East
1147,Occasional,South
1148,Occasional,East
1149,New,North
1150,New,West
1151,New,East
1152,Occasional,North
1153,Occasional,North
1154,Occasional,West
1155,New,West
1156,New,North
1157,VIP,North
1158,Regular,East
1159,VIP,North
1160,New,North
1161,Occasional,East
1162,New,South
1163,Regular,East
1164,VIP,East
1165,VIP,West
1166,Occasional,East
1167,VIP,North
1168,VIP,North
1169,New,North
1170,VIP,South
1171,VIP,North
1172,VIP,South
1173,Occasional,North
1174,Occasional,East
1175,New,West
1176,VIP,North
1177,Occasional,South
1178,Occasional,South
1179,New,West
1180,Regular,North
1181,VIP,East
1182,Occasional,North
1183,New,North
1184,New,West
1185,New,North
1186,Occasional,East
1187,VIP,South
1188,Regular,West
1189,VIP,East
1190,New,South
1191,New,West
1192,Regular,West
1193,VIP,South
1194,New,South
1195,New,East
1196,VIP,North
1197,New,North
1198,VIP,North
1199,New,North
1200,VIP,North
1201,Regular,East
1202,New,West
1203,Regular,East
1204,New,East
1205,New,East
1206,Occasional,West
1207,VIP,East
1208,Regular,East
1209,Regular,West
1210,Regular,East
1211,VIP,North
1212,Occasional,South
1213,Regular,East
1214,VIP,South
1215,New,East
1216,Regular,East
1217,Regular,North
1218,Occasional,West
1219,Regular,South
1220,Regular,West
1221,New,North
1222,VIP,North
1223,VIP,South
1224,Occasional,West
1225,New,North
1226,VIP,East
1227,New,East
1228,VIP,East
1229,New,West
1230,Occasional,East
1231,Regular,East
1232,Occasional,North
1233,VIP,North
1234,Occasional,East
1235,Regular,East
1236,Occasional,North
1237,VIP,South
1238,VIP,West
1239,Occasional,West
1240,Regular,North
1241,Occasional,West
1242,Regular,North
1243,New,North
1244,Regular,North
1245,New,North
1246,Occasional,South
1247,Regular,East
1248,New,East
1249,New,South
1250,New,West
1251,VIP,West
1252,Occasional,East
1253,New,West
1254,Regular,East
1255,New,East
1256,VIP,South
1257,Occasional,West
1258,VIP,South
1259,VIP,East
1260,VIP,East
1261,Regular,East
1262,Occasional,North
1263,Occasional,North
1264,Regular,North
1265,Occasional,South
1266,VIP,East
1267,Occasional,West
1268,Regular,South
1269,VIP,South
1270,Regular,South
1271,New,West
1272,VIP,East
1273,VIP,North
1274,Occasional,East
1275,VIP,East
1276,Regular,South
1277,Occasional,South
1278,New,South
1279,Regular,North
1280,New,North
1281,New,North
1282,New,East
1283,VIP,South
1284,Regular,West
1285,Regular,East
1286,VIP,North
1287,Occasional,West
1288,New,West
1289,Regular,South
1290,VIP,West
1291,New,North
1292,Occasional,South
1293,Occasional,West
1294,New,South
1295,Occasional,West
1296,Regular,East
1297,Regular,East
1298,Regular,North
1299,Occasional,East
1300,Regular,East
1301,VIP,East
1302,Regular,West
1303,Regular,West
1304,Occasional,South
1305,Regular,West
1306,New,East
1307,VIP,West
1308,Occasional,North
1309,VIP,South
1310,New,South
1311,Occasional,West
1312,Occasional,East
1313,Regular,South
1314,VIP,North
1315,New,North
1316,New,South
1317,Occasional,East
1318,Regular,East
1319,Occasional,West
1320,Occasional,West
1321,Occasional,South
1322,Occasional,West
1323,New,West
1324,New,West
1325,Occasional,North
1326,Occasional,West
1327,Regular,South
1328,Occasional,East
1329,New,West
1330,VIP,East
1331,New,West
1332,Regular,South
1333,New,North
1334,VIP,South
1335,Occasional,North
1336,VIP,West
1337,Occasional,West
1338,Occasional,North
1339,New,South
1340,New,South
1341,New,North
1342,Regular,West
1343,New,North
1344,Regular,West
1345,New,North
1346,Occasional,West
1347,Regular,North
1348,VIP,East
1349,Regular,West
1350,Regular,South
1351,VIP,North
1352,Regular,South
1353,Occasional,North
1354,New,South
1355,VIP,South
1356,New,North
1357,Occasional,North
1358,VIP,South
1359,New,South
1360,New,South
1361,Occasional,West
1362,New,West
1363,Occasional,East
1364,Regular,West
1365,Occasional,West
1366,Regular,North
1367,VIP,East
1368,New,East
1369,Occasional,West
1370,Occasional,North
1371,New,North
1372,New,East
1373,VIP,North
1374,VIP,South
1375,Occasional,West
1376,VIP,South
1377,Regular,East
1378,VIP,East
1379,VIP,North
1380,Occasional,North
1381,Regular,East
1382,VIP,East
1383,Regular,South
1384,Regular,South
1385,Regular,North
1386,New,South
1387,New,North
1388,New,North
1389,New,West
1390,Occasional,North
1391,VIP,South
1392,New,East
1393,Occasional,East
1394,VIP,South
1395,New,East
1396,VIP,North
1397,New,East
1398,Occasional,South
1399,Regular,East
1400,Regular,North
1401,VIP,North
1402,Occasional,South
1403,Regular,South
1404,New,South
1405,Regular,West
1406,VIP,West
1407,VIP,North
1408,Occasional,West
1409,VIP,West
1410,Regular,East
1411,Regular,West
1412,Regular,East
1413,Regular,South
1414,Occasional,East
1415,New,East
1416,New,South
1417,Occasional,South
1418,VIP,North
1419,New,North
1420,VIP,North
1421,New,North
1422,VIP,East
1423,Occasional,East
1424,Regular,North
1425,VIP,West
1426,Regular,North
1427,VIP,West
1428,VIP,South
1429,VIP,East
1430,VIP,East
1431,VIP,West
1432,Regular,North
1433,VIP,East
1434,Regular,West
1435,Occasional,South
1436,New,South
1437,VIP,East
1438,New,North
1439,Regular,West
1440,Occasional,East
1441,Occasional,South
1442,Occasional,North
1443,New,West
1444,Regular,East
1445,VIP,West
1446,VIP,North
1447,Regular,North
1448,New,South
1449,VIP,North
1450,Regular,East
1451,VIP,West
1452,Occasional,North
1453,VIP,North
1454,New,East
1455,Regular,West
1456,New,West
1457,Regular,South
1458,Occasional,South
1459,Regular,West
1460,VIP,East
1461,VIP,East
1462,Occasional,South
1463,Regular,North
1464,Occasional,East
1465,VIP,North
1466,New,East
1467,Occasional,West
1468,New,South
1469,New,North
1470,Regular,North
1471,Occasional,West
1472,New,East
1473,New,North
1474,Regular,East
1475,Regular,West
1476,VIP,South
1477,New,North
1478,VIP,East
1479,New,North
1480,VIP,East
1481,Regular,East
1482,Occasional,East
1483,Regular,West
1484,VIP,South
1485,VIP,North
1486,Occasional,South
1487,New,East
1488,VIP,East
1489,VIP,South
1490,VIP,South
1491,Occasional,North
1492,Regular,East
1493,VIP,South
1494,Occasional,West
1495,VIP,East
1496,New,East
1497,Occasional,North
1498,VIP,West
1499,Occasional,North
1500,VIP,West
1501,Regular,North
1502,VIP,West
1503,Occasional,West
1504,New,West
1505,New,South
1506,New,East
1507,VIP,West
1508,Regular,South
1509,VIP,South
1510,New,North
1511,Occasional,East
1512,New,East
1513,Occasional,North
1514,Regular,East
1515,Occasional,North
1516,VIP,South
1517,VIP,South
1518,VIP,West
1519,Occasional,North
1520,VIP,South
1521,VIP,South
1522,VIP,North
1523,Regular,South
1524,Occasional,East
1525,Occasional,South
1526,New,North
1527,Occasional,East
1528,Regular,East
1529,Occasional,South
1530,Regular,West
1531,Regular,East
1532,Occasional,North
1533,New,West
1534,VIP,West
1535,VIP,East
1536,Occasional,South
1537,Occasional,West
1538,Regular,South
1539,Occasional,East
1540,Regular,North
1541,New,West
1542,Occasional,North
1543,VIP,South
1544,VIP,South
1545,Occasional,North
1546,Regular,East
1547,VIP,East
1548,Regular,West
1549,Occasional,West
1550,Occasional,East
1551,VIP,East
1552,Occasional,North
1553,New,South
1554,New,South
1555,VIP,West
1556,New,East
1557,Regular,North
1558,VIP,West
1559,VIP,North
1560,Regular,East
1561,New,East
1562,New,East
1563,New,South
1564,VIP,East
1565,VIP,West
1566,New,South
1567,Occasional,North
1568,New,West
1569,Regular,West
1570,VIP,North
1571,Regular,South
1572,Regular,West
1573,VIP,West
1574,Occasional,West
1575,New,South
1576,Regular,South
1577,VIP,South
1578,Regular,West
1579,New,East
1580,Occasional,North
1581,Occasional,East
1582,Occasional,South
1583,VIP,West
1584,VIP,West
1585,Occasional,East
1586,New,East
1587,New,North
1588,VIP,West
1589,Occasional,East
1590,New,North
1591,New,South
1592,New,East
1593,VIP,South
1594,Occasional,North
1595,Regular,South
1596,Occasional,West
1597,Occasional,West
1598,VIP,South
1599,New,West
1600,New,North
1601,VIP,West
1602,VIP,South
1603,VIP,South
1604,VIP,South
1605,VIP,East
1606,Regular,South
1607,Occasional,North
1608,Occasional,West
1609,Occasional,West
1610,New,East
1611,Regular,East
1612,Occasional,North
1613,New,South
1614,Regular,East
1615,Regular,West
1616,New,East
1617,Regular,East
1618,New,South
1619,Occasional,East
1620,New,North
1621,Regular,West
1622,Occasional,South
1623,Occasional,West
1624,VIP,North
1625,VIP,North
1626,Regular,East
1627,New,East
1628,New,East
1629,Regular,West
1630,Occasional,North
1631,Regular,South
1632,Regular,East
1633,Occasional,West
1634,New,East
1635,Regular,North
1636,New,South
1637,Regular,North
1638,Occasional,West
1639,Occasional,East
1640,VIP,North
1641,Occasional,West
1642,VIP,East
1643,Regular,South
1644,New,North
1645,Occasional,East
1646,Occasional,East
1647,Occasional,East
1648,Regular,East
1649,VIP,North
1650,Regular,East
1651,New,West
1652,Regular,North
1653,New,East
1654,Occasional,North
1655,New,West
1656,New,West
1657,VIP,North
1658,New,East
1659,New,East
1660,Regular,West
1661,Occasional,East
1662,Regular,West
1663,Regular,East
1664,Occasional,West
1665,Occasional,South
1666,New,East
1667,New,East
1668,VIP,East
1669,Regular,North
1670,Occasional,East
1671,New,North
1672,Occasional,North
1673,New,West
1674,VIP,North
1675,VIP,North
1676,Occasional,South
1677,VIP,East
1678,Occasional,North
1679,New,East
1680,Regular,North
1681,VIP,West
1682,New,South
1683,Regular,North
1684,Regular,East
1685,Regular,West
1686,New,East
1687,New,West
1688,Occasional,South
1689,Regular,West
1690,Regular,East
1691,Regular,East
1692,Occasional,North
1693,Regular,West
1694,New,East
1695,Regular,North
1696,VIP,South
1697,New,East
1698,Occasional,North
1699,Regular,East
1700,VIP,West
1701,Occasional,North
1702,Occasional,West
1703,New,South
1704,Occasional,West
1705,Occasional,North
1706,Occasional,East
1707,Occasional,North
1708,Regular,West
1709,Regular,West
