Ticket_ID,Date,Customer_ID,Department_ID,Resolution_Time_Hrs,Satisfaction_Score
141,2022-01-08,449,2,7.7,1
142,2020-09-22,3677,3,46.0,5
143,2023-01-07,3560,2,19.2,5
144,2023-09-17,1531,4,42.3,1
145,2022-10-24,835,2,39.3,1
146,2021-06-29,2228,3,8.5,4
147,2019-07-07,3709,1,7.7,1
148,2019-05-01,4708,4,62.8,4
149,2019-04-11,2941,1,15.4,4
150,2021-04-02,980,2,10.2,3
151,2019-11-29,3151,1,55.0,1
152,2022-08-11,1864,2,49.6,3
153,2022-04-18,2963,1,15.0,1
154,2021-04-09,647,1,33.8,1
155,2022-12-18,3439,3,60.8,5
156,2022-09-10,2796,4,14.8,4
157,2019-05-19,3102,2,61.3,2
158,2022-08-29,2048,2,36.7,5
159,2019-05-30,4299,4,35.3,3
160,2020-06-11,3004,3,55.3,3
161,2023-05-11,798,2,65.1,2
162,2021-10-02,2517,4,25.6,4
163,2020-08-20,4725,1,33.4,2
164,2019-07-16,260,3,31.0,4
165,2023-05-31,1306,2,27.3,3
166,2020-11-17,3074,1,62.9,2
167,2021-05-22,3252,2,10.5,4
168,2021-02-23,4888,4,44.3,2
169,2022-11-07,4535,4,12.6,1
170,2019-09-17,154,2,22.2,5
171,2021-12-19,2190,3,43.9,4
172,2023-08-21,4736,4,39.9,1
173,2023-08-24,1575,4,30.6,1
174,2023-04-14,3183,3,5.4,3
175,2021-11-23,4176,3,45.2,2
176,2023-08-24,3516,1,7.2,1
177,2021-07-09,1985,3,3.7,5
178,2022-06-09,1986,2,58.5,1
179,2019-03-26,2351,4,55.4,1
180,2021-05-03,41,2,71.3,4
181,2023-11-22,3062,3,38.6,2
182,2021-01-30,4599,3,58.8,4
183,2020-06-27,3059,1,57.2,3
184,2021-05-13,1683,4,38.9,4
185,2021-04-17,1944,1,30.6,5
186,2020-05-26,4369,1,67.8,2
187,2020-12-02,242,3,17.0,4
188,2023-03-02,696,1,18.4,2
189,2020-04-11,1691,4,64.7,1
190,2020-08-15,2012,4,58.7,2
191,2022-11-10,202,2,40.0,4
192,2019-01-27,4554,1,37.4,2
193,2020-01-19,2851,1,63.6,1
194,2020-11-06,3544,4,44.8,4
195,2020-07-15,3663,4,35.6,2
196,2023-05-25,1219,2,16.9,5
197,2019-09-01,493,3,27.1,3
198,2022-03-21,1772,1,19.7,4
199,2022-08-30,900,2,69.0,1
200,2019-12-08,4972,3,11.1,2
201,2020-11-22,2704,2,38.6,1
202,2020-06-08,4698,2,44.4,4
203,2019-02-07,910,2,35.0,5
204,2020-09-04,3973,4,57.6,3
205,2023-06-18,3406,1,13.6,4
206,2019-05-14,3391,2,35.1,4
207,2023-03-02,1150,4,38.0,3
208,2021-09-13,2579,4,34.5,5
209,2020-09-20,2442,3,27.2,1
210,2021-07-05,2218,3,36.2,5
211,2023-10-09,641,1,33.5,3
212,2023-12-09,1425,4,48.2,4
213,2023-02-09,1772,1,59.5,2
214,2021-07-23,2291,4,39.8,5
215,2020-01-14,2879,2,32.3,4
216,2020-01-29,3387,1,28.9,5
217,2019-05-08,4746,4,53.0,3
218,2022-11-25,4585,4,44.9,5
219,2021-04-04,581,3,42.0,2
220,2023-05-29,2562,3,48.2,3
221,2022-04-27,4875,3,35.5,2
222,2020-12-21,999,3,21.9,2
223,2022-05-04,1997,2,57.1,1
224,2020-12-12,1251,3,16.6,5
225,2023-07-14,3672,3,32.9,2
226,2023-01-08,3739,3,58.2,2
227,2023-11-30,3769,1,61.0,3
228,2019-12-02,3190,4,6.0,1
229,2022-09-06,1513,3,8.5,3
230,2020-05-30,2790,1,3.9,3
231,2022-10-31,103,1,33.8,3
232,2020-07-11,4370,4,50.8,4
233,2019-07-17,1098,3,3.6,5
234,2019-04-18,294,4,25.5,4
235,2021-04-01,3809,4,29.4,5
236,2022-11-24,2085,2,39.3,5
237,2022-04-26,2038,2,11.7,1
238,2019-08-31,356,1,1.3,3
239,2019-09-06,2828,2,63.8,1
240,2020-10-01,4237,2,52.2,5
241,2023-05-30,3249,1,55.8,2
242,2023-01-03,1821,1,44.3,5
243,2021-03-30,517,2,12.4,1
244,2019-05-14,1019,2,1.0,4
245,2022-12-18,3132,2,27.5,1
246,2022-06-05,1105,2,33.0,1
247,2022-09-07,2197,2,65.7,1
248,2020-06-01,4913,1,8.6,5
249,2022-06-19,58,3,20.2,2
250,2023-03-18,4443,1,4.5,4
251,2021-11-20,1476,1,53.4,3
252,2020-05-31,3382,2,37.3,4
253,2019-07-31,2768,1,32.6,3
254,2021-01-02,1147,4,60.3,1
255,2023-05-01,3665,1,45.4,4
256,2023-09-28,2079,4,25.3,5
257,2019-05-17,1510,4,2.3,2
258,2023-02-09,1323,4,10.9,1
259,2021-01-14,1807,3,61.9,4
260,2023-11-29,354,3,17.7,1
261,2019-08-28,3001,3,59.9,4
262,2021-04-30,4751,3,6.7,3
263,2022-02-28,3168,2,18.7,1
264,2019-04-27,3576,4,21.5,3
265,2022-04-04,2133,3,31.2,5
266,2023-04-23,342,3,71.6,5
267,2019-06-06,4420,1,39.7,2
268,2022-09-05,966,1,14.5,1
269,2019-01-14,4311,1,25.2,4
270,2023-12-19,386,2,66.9,4
271,2019-09-03,4499,2,11.0,2
272,2020-01-19,1931,3,21.5,3
273,2022-04-13,50,4,32.0,5
274,2022-04-02,2715,2,39.6,3
275,2023-04-26,2307,4,69.4,4
276,2020-07-23,3291,4,19.1,2
277,2022-03-17,2006,4,10.9,3
278,2023-01-22,4661,4,32.0,4
279,2021-04-07,1955,3,32.6,5
280,2019-04-21,1041,3,23.0,3
281,2019-04-04,166,1,56.0,3
282,2019-06-04,4468,3,30.4,4
283,2019-04-05,2191,1,48.4,2
284,2023-12-19,4637,2,19.0,2
285,2022-10-28,4303,4,55.7,3
286,2020-08-05,2234,4,13.5,1
287,2023-01-10,3886,1,33.0,1
288,2020-11-24,986,2,1.5,2
289,2021-02-05,582,1,59.3,2
290,2022-01-11,1208,1,25.4,2
291,2021-07-04,2982,4,3.9,4
292,2020-03-21,4465,2,40.3,3
293,2022-05-03,2108,1,20.1,3
294,2019-05-23,677,3,64.9,3
295,2021-02-17,3202,3,42.5,3
296,2021-11-07,3308,1,7.2,1
297,2022-09-10,3113,4,62.8,4
298,2019-02-01,1016,4,33.5,4
299,2023-06-28,2048,4,18.2,3
300,2023-10-02,1914,1,58.2,3
301,2022-10-05,470,4,33.2,5
302,2022-09-02,3578,4,1.0,2
303,2021-03-08,3843,2,38.2,1
304,2019-09-15,3777,3,4.7,4
305,2020-10-19,3339,3,53.3,5
306,2020-12-07,628,1,44.5,4
307,2023-04-12,2409,4,19.4,4
308,2019-06-19,1505,2,52.7,3
309,2022-01-21,3778,2,1.4,3
310,2020-05-12,2524,3,42.7,5
311,2023-12-07,666,2,4.7,1
312,2019-02-16,171,1,40.1,3
313,2019-04-16,4982,3,12.9,3
314,2020-09-19,4176,2,48.9,2
315,2022-03-24,196,1,36.3,4
316,2019-12-18,3202,4,42.7,3
317,2021-02-12,1615,2,39.4,5
318,2022-06-17,1961,4,46.1,5
319,2021-06-16,521,4,56.6,3
320,2020-03-12,3703,4,51.8,5
321,2020-10-16,836,4,22.3,2
322,2021-08-23,100,3,26.0,3
323,2020-11-18,4827,2,6.5,3
324,2021-05-15,1299,1,29.1,4
325,2023-08-04,3003,4,53.8,5
326,2021-05-23,690,2,5.4,3
327,2019-01-10,2494,1,65.0,3
328,2023-04-03,2150,4,42.7,4
329,2022-11-30,4805,1,7.9,3
330,2019-08-16,3861,2,43.1,2
331,2022-12-16,1951,1,11.8,5
332,2022-08-17,3161,3,25.0,1
333,2022-05-28,1913,2,69.8,2
334,2020-04-22,3368,3,9.2,1
335,2019-03-12,101,2,15.0,2
336,2021-06-16,1093,4,44.8,2
337,2022-02-13,1870,3,1.1,2
338,2022-06-02,2602,3,33.0,3
339,2023-07-22,4314,2,36.3,2
340,2020-01-29,3027,4,53.6,4
341,2021-06-17,3026,2,47.6,5
342,2021-10-30,2234,1,10.1,2
343,2019-11-11,1856,3,14.4,5
344,2022-09-06,4131,1,51.7,3
345,2019-07-15,2138,3,26.7,5
346,2019-11-03,1655,2,43.0,3
347,2021-05-19,2991,3,1.8,5
348,2023-01-09,2277,4,62.7,1
349,2022-03-30,1374,1,20.2,2
350,2022-10-26,81,2,65.0,5
351,2023-11-01,605,1,13.8,3
352,2020-01-23,2994,4,6.4,3
353,2020-06-13,1992,1,67.2,5
354,2020-11-23,2608,4,48.9,3
355,2020-04-16,1212,1,13.7,1
356,2021-11-25,1144,4,4.3,5
357,2021-11-08,2754,2,51.1,1
358,2019-04-12,4893,4,51.0,2
359,2021-09-03,1800,1,21.0,4
360,2021-11-10,2854,4,3.9,5
361,2019-12-28,191,3,50.9,3
362,2023-04-20,985,1,65.4,5
363,2022-06-29,3412,4,14.5,3
364,2022-10-03,1521,2,18.6,3
365,2023-02-04,4071,3,24.8,4
366,2019-12-22,2898,2,0.9,4
367,2021-07-27,1698,3,9.7,3
368,2023-09-20,4064,1,16.3,2
369,2023-09-12,1477,1,54.3,4
370,2023-08-30,3144,2,56.0,1
371,2022-03-11,2766,4,11.7,3
372,2023-12-05,541,3,44.0,3
373,2021-06-18,771,1,8.0,1
374,2023-02-27,2134,1,26.9,2
375,2020-12-11,1770,2,64.7,3
376,2021-07-09,1037,3,39.2,1
377,2022-05-12,4927,2,7.4,3
378,2020-03-04,419,3,36.6,3
379,2023-07-22,28,1,26.2,5
380,2020-06-28,4791,3,58.9,4
381,2019-06-02,3605,4,58.4,4
382,2022-08-30,1805,3,12.7,1
383,2019-12-28,717,3,37.0,2
384,2021-05-19,2028,3,25.1,2
385,2022-06-01,1394,1,58.4,5
386,2020-03-03,774,3,13.1,3
387,2022-01-18,2239,4,71.2,3
388,2019-02-12,3566,4,34.6,3
389,2022-09-09,208,4,49.1,5
390,2020-11-24,1772,1,52.0,2
391,2019-11-27,2094,3,55.8,1
392,2020-08-31,3834,2,20.5,5
393,2020-11-16,995,3,43.7,4
394,2020-05-18,2823,1,22.8,2
395,2019-02-07,4348,3,17.9,3
396,2023-10-28,4119,1,9.7,2
397,2019-03-08,1686,1,14.9,5
398,2021-08-09,3133,4,3.1,2
399,2023-08-05,2460,1,15.6,1
400,2021-04-13,1799,3,58.4,5
401,2020-01-11,3803,3,22.5,2
402,2019-06-04,4139,2,10.1,4
403,2020-11-19,2613,4,70.4,2
404,2022-09-22,2275,1,38.0,5
405,2021-12-05,1156,1,50.9,4
406,2020-07-08,3890,4,4.1,4
407,2021-08-03,585,4,47.0,1
408,2023-04-23,573,1,71.9,2
409,2021-07-05,1365,3,37.2,5
410,2023-09-27,4728,2,60.8,5
411,2019-04-12,2600,3,68.5,1
412,2020-08-04,1924,1,10.1,2
413,2019-05-19,4690,1,30.8,2
414,2019-08-23,1605,2,56.2,5
415,2021-09-18,4690,2,18.1,2
416,2019-09-28,2388,4,33.4,5
417,2020-12-11,3783,1,6.0,2
418,2021-02-26,4566,1,15.3,4
419,2021-06-24,895,4,65.9,1
420,2020-12-05,2955,1,3.2,5
421,2020-06-30,42,4,39.4,1
422,2019-01-05,1026,1,31.8,3
423,2023-12-19,2044,1,17.5,1
424,2022-04-10,1128,4,40.1,4
425,2022-02-01,3864,1,41.1,4
426,2021-12-17,3109,1,31.9,5
427,2023-03-26,4975,4,60.7,5
428,2019-03-30,2947,1,10.9,4
429,2023-01-23,1902,2,1.0,5
430,2021-04-12,944,1,1.5,5
431,2021-03-20,589,2,19.4,3
432,2023-08-30,4256,2,1.3,5
433,2023-02-02,3633,2,28.8,5
434,2023-07-24,739,4,18.2,4
435,2020-09-30,4366,2,56.0,3
436,2021-11-18,2718,2,37.7,3
437,2022-02-01,3743,3,59.9,4
438,2021-08-02,2066,4,63.8,3
439,2022-04-06,4873,3,16.0,2
440,2019-08-27,2488,2,67.6,1
441,2019-03-23,148,4,19.3,3
442,2021-02-28,2478,3,23.3,4
443,2021-03-13,505,3,47.9,2
444,2020-10-02,84,4,16.3,4
445,2019-08-19,1121,1,3.1,1
446,2022-11-18,2966,2,41.5,4
447,2023-03-22,4528,2,21.2,3
448,2022-04-16,1967,2,7.1,1
449,2021-08-23,3339,4,36.5,1
450,2021-07-21,2085,1,3.6,4
451,2019-12-02,2342,2,45.0,3
452,2022-01-02,1562,3,48.1,3
453,2023-08-23,2807,3,58.1,3
454,2021-04-21,2818,2,70.2,5
455,2021-03-20,3708,2,11.2,2
456,2019-04-10,1545,1,32.7,3
457,2022-06-17,1772,2,24.8,4
458,2019-07-21,4297,3,52.6,5
459,2023-07-31,1460,3,54.4,2
460,2019-06-16,3949,3,26.3,3
461,2022-07-23,2864,2,48.9,5
462,2023-11-02,2639,2,19.6,3
463,2021-11-19,2192,3,46.7,5
464,2019-03-11,4789,1,51.8,5
465,2023-09-08,455,4,18.5,1
466,2019-04-04,2363,1,38.1,3
467,2019-09-10,4915,1,27.3,2
468,2021-04-07,4972,1,13.5,4
469,2019-07-21,250,1,33.5,5
470,2019-02-05,785,4,1.1,5
471,2022-06-25,519,2,7.5,2
472,2021-12-31,3811,1,23.0,1
473,2023-03-23,379,3,66.4,1
474,2021-12-07,4973,3,39.0,1
475,2021-09-24,987,2,27.6,3
476,2019-01-30,3157,3,70.0,3
477,2021-12-19,4139,2,59.3,3
478,2021-07-26,3559,2,46.6,1
479,2023-09-19,3820,1,24.2,3
480,2022-12-17,1989,1,62.4,5
481,2021-04-06,307,3,7.0,5
482,2019-01-05,1919,4,71.1,4
483,2021-05-05,2857,4,47.1,3
484,2023-07-04,1892,1,6.0,5
485,2021-08-24,2094,3,18.0,2
486,2023-11-28,2317,1,69.5,4
487,2023-03-18,3429,1,69.9,3
488,2021-03-14,4098,4,1.4,3
489,2022-02-25,3000,4,63.3,4
490,2021-01-03,1306,2,11.1,4
491,2023-10-03,1883,3,10.3,4
492,2020-11-13,4078,4,11.2,2
493,2022-09-19,329,2,5.4,3
494,2023-06-15,2120,1,19.5,2
495,2019-12-31,2959,2,49.1,1
496,2020-10-16,1083,1,45.1,5
497,2020-07-25,4524,4,7.0,5
498,2020-11-06,3593,4,48.3,2
499,2021-12-16,2013,1,12.5,5
500,2020-07-17,1655,4,63.7,2
501,2022-11-02,1766,2,9.4,4
502,2020-10-17,2274,1,26.5,5
503,2022-10-20,1918,2,39.9,1
504,2021-11-06,1119,3,67.9,1
505,2021-07-25,2713,3,46.1,4
506,2023-07-21,3347,1,9.6,2
507,2023-01-12,1478,4,34.0,2
508,2021-03-09,845,4,37.8,1
509,2019-12-20,4644,2,17.0,2
510,2020-07-03,3729,4,44.9,4
511,2021-04-09,3544,2,52.1,3
512,2019-10-25,3714,4,51.5,3
513,2023-12-17,559,2,43.7,3
514,2019-03-08,2011,3,23.2,1
515,2023-12-26,2127,2,59.9,3
516,2022-04-07,3011,3,59.5,5
517,2020-10-03,3208,1,17.3,1
518,2022-11-21,2065,1,8.5,3
519,2023-07-29,2160,1,26.1,3
520,2023-09-23,3691,3,24.4,5
521,2021-03-18,4851,3,11.4,4
522,2020-02-26,2216,3,64.0,5
523,2021-07-14,4756,4,11.8,2
524,2021-01-13,573,3,68.1,1
525,2020-04-01,828,3,7.7,1
526,2023-05-26,3863,2,68.2,3
527,2022-02-12,2946,1,13.6,2
528,2020-01-11,138,1,49.5,2
529,2023-06-12,1733,1,46.5,5
530,2019-03-16,1012,1,57.9,3
531,2020-07-01,4716,2,34.5,4
532,2020-06-12,4785,3,19.3,2
533,2019-04-21,1129,1,71.9,4
534,2022-09-13,3655,4,63.0,3
535,2022-12-02,256,1,0.6,4
536,2023-06-02,1772,4,64.1,5
537,2023-03-07,1702,3,55.7,5
538,2023-01-21,232,1,60.7,3
539,2019-08-01,4293,4,62.6,3
540,2021-01-15,4728,4,20.4,2
541,2021-01-28,2653,4,45.4,3
542,2022-02-08,270,2,62.4,1
543,2021-05-24,2975,3,31.1,5
544,2022-07-12,785,2,40.3,4
545,2021-07-29,3278,4,71.1,5
546,2021-07-31,950,1,55.3,4
547,2019-04-13,4138,1,26.1,1
548,2023-06-02,2587,3,71.3,4
549,2023-09-11,4253,1,6.5,5
550,2021-09-10,2477,1,28.7,5
551,2023-08-05,15,2,29.7,5
552,2021-11-16,892,1,63.5,1
553,2020-08-26,1509,4,64.4,5
554,2023-02-25,2482,1,14.8,1
555,2022-01-15,2159,1,70.1,4
556,2023-04-11,266,2,1.5,2
557,2020-01-12,1954,3,51.9,1
558,2019-06-03,560,1,42.9,2
559,2022-01-18,3036,2,10.6,4
560,2020-01-15,2854,3,1.8,1
561,2022-05-04,2365,1,20.6,3
562,2019-02-14,2778,3,13.0,2
563,2022-12-15,3428,4,56.5,3
564,2020-05-15,3605,4,15.6,4
565,2020-04-23,1389,1,9.1,3
566,2022-01-02,675,2,42.3,4
567,2023-05-28,3644,3,25.0,1
568,2023-03-31,2874,4,23.8,4
569,2020-06-25,4618,1,64.9,1
570,2023-08-19,101,3,38.4,1
571,2019-11-21,2608,2,58.9,4
572,2022-11-29,4413,2,57.6,3
573,2023-08-28,2793,2,3.5,5
574,2020-09-01,2200,3,61.9,3
575,2019-01-26,3592,1,57.8,2
576,2022-04-01,4191,1,20.1,2
577,2022-08-25,119,2,10.9,4
578,2019-02-24,1463,2,49.0,3
579,2020-05-21,2920,4,37.6,3
580,2022-02-10,3021,2,16.1,2
581,2019-01-09,1811,3,19.7,3
582,2022-07-11,2364,2,62.6,4
583,2021-11-30,3147,1,50.2,2
584,2023-07-26,2480,1,26.9,4
585,2022-03-10,2505,1,58.0,1
586,2023-01-06,1724,4,30.4,2
587,2021-03-17,4243,4,39.5,3
588,2022-03-13,3512,3,19.6,5
589,2022-07-29,2590,2,16.2,4
590,2022-02-27,3847,2,20.3,3
591,2019-02-06,273,2,41.3,2
592,2023-12-03,3185,2,1.5,2
593,2023-10-10,318,3,39.2,3
594,2019-03-24,270,4,30.9,4
595,2021-07-10,2390,3,4.1,3
596,2019-12-25,3803,2,9.9,1
597,2020-05-16,33,1,62.3,5
598,2019-08-04,3783,2,18.5,2
599,2023-08-23,4255,3,61.7,1
600,2023-06-07,530,2,65.4,1
601,2020-06-23,163,4,4.4,5
602,2019-06-06,928,4,29.8,2
603,2019-08-11,2528,2,55.5,3
604,2020-10-14,3644,2,12.0,1
605,2019-11-03,2747,4,39.5,4
606,2019-08-12,769,3,52.1,4
607,2023-07-20,1356,3,40.8,3
608,2020-08-15,1780,1,4.3,1
609,2021-05-24,3595,4,58.7,2
610,2022-04-06,1666,4,33.9,5
611,2021-05-22,1854,3,17.7,3
612,2019-12-07,2358,3,44.9,4
613,2020-07-21,3554,3,22.5,4
614,2021-09-15,3648,3,37.4,5
615,2022-08-29,3080,2,45.8,2
616,2020-09-18,3038,2,53.7,4
617,2021-06-12,4775,2,1.4,5
618,2023-09-10,1978,3,50.7,5
619,2022-11-13,3735,3,69.0,4
620,2023-12-26,46,4,27.5,5
621,2021-11-11,2275,2,54.8,1
622,2022-06-19,804,1,53.4,4
623,2020-07-07,3957,1,45.2,2
624,2023-03-20,2456,1,13.9,5
625,2022-06-27,2187,4,51.4,4
626,2022-01-16,3205,4,24.3,2
627,2019-03-27,1798,1,31.5,1
628,2020-05-24,3758,1,9.9,1
629,2020-03-28,779,1,42.3,4
630,2023-08-13,1675,1,54.6,2
631,2022-12-05,3516,2,27.9,4
632,2022-07-08,316,4,12.6,4
633,2020-06-10,4080,1,10.6,2
634,2020-02-18,3426,1,15.6,2
635,2019-09-16,3561,4,43.6,3
636,2019-04-19,1545,4,37.5,5
637,2019-11-24,157,4,39.0,2
638,2019-08-24,1362,3,49.1,2
639,2020-12-19,3812,4,18.3,1
640,2019-07-13,80,4,10.0,3
641,2019-02-26,4569,1,55.1,1
642,2023-06-26,4091,3,54.6,4
643,2021-08-12,4465,2,46.4,3
644,2023-05-25,4734,3,18.0,5
645,2021-02-03,514,3,69.6,4
646,2019-07-13,2087,4,49.4,4
647,2019-02-05,1316,1,68.1,4
648,2021-12-15,4059,3,32.8,2
649,2023-08-15,460,1,31.8,2
650,2020-01-08,3776,1,12.4,4
651,2022-01-08,3961,1,46.2,5
652,2023-05-02,1092,3,47.2,1
653,2019-05-11,3577,3,45.3,5
654,2019-01-06,41,3,17.8,4
655,2021-02-27,1259,1,60.8,3
656,2019-11-04,1116,4,22.0,1
657,2022-09-30,4670,1,49.5,5
658,2019-01-09,1120,3,3.9,4
659,2022-02-11,946,1,40.3,1
660,2023-11-21,22,4,23.2,1
661,2020-05-17,4809,4,40.9,3
662,2021-08-13,1054,3,65.6,4
663,2023-01-20,240,4,67.4,1
664,2022-10-11,2266,1,50.8,2
665,2022-11-16,4570,2,40.6,1
666,2022-08-28,427,2,48.3,5
667,2020-01-11,1122,3,70.9,4
668,2021-04-13,3019,2,45.0,3
669,2021-07-28,1267,4,70.0,5
670,2020-10-22,1292,3,43.1,4
671,2021-03-01,1886,1,37.1,4
672,2020-07-31,1794,4,56.3,2
673,2020-12-01,1197,3,8.3,1
674,2019-07-18,1146,1,24.3,3
675,2020-03-02,400,2,33.0,1
676,2019-11-27,4416,3,29.7,5
677,2019-10-18,2329,1,63.7,3
678,2019-06-10,1474,4,5.5,4
679,2022-03-02,2839,1,47.3,1
680,2019-06-27,1192,2,50.9,3
681,2023-01-08,1860,4,4.4,5
682,2022-08-21,1819,2,14.5,5
683,2022-05-24,3855,3,14.3,3
684,2021-06-08,3220,4,55.9,1
685,2021-12-31,3717,2,69.6,3
686,2021-01-20,1745,1,8.5,2
687,2022-10-23,3280,2,21.6,4
688,2022-05-29,2557,3,35.5,5
689,2023-09-17,3903,1,12.0,3
690,2019-08-11,1280,4,0.8,3
691,2022-03-30,4197,3,36.8,3
692,2022-04-19,3677,3,47.7,3
693,2022-08-16,360,4,46.6,1
694,2019-02-18,4406,4,45.6,3
695,2022-03-20,2011,3,57.4,4
696,2020-11-02,3890,2,1.0,1
697,2020-04-01,142,4,69.7,5
698,2019-04-30,2543,4,3.2,3
699,2020-03-17,2423,2,41.3,5
700,2021-01-30,1851,3,58.1,5
701,2022-10-17,4562,4,38.4,3
702,2023-05-03,1102,3,34.1,2
